index,answer,prediction
552,пальтишко,1  ' пальтико
553,"физфак
завязка-",фсфак зисяыи 
554,сердиться,Сердиться
555,"слыть
мавр",$эпЧз [@-осе [>=рп=п{ з-зесцг+у-2017 СЛЫЬ маВр
556,"69534
Завьялов
Токарчук
подновить
столетье ?",69534 З4вЪялов ТОкАР{уХ подновить @ТОДВтЫв ?
557,цаца,цаца
558,"95928
Губарева
проплыть
Походня
market",9592 Губарева проплпъ Походня шак@
559,приставание,приставание
560,исчезновение,чсчезноеен_е
561,"получасовой
самовыражение
одиночка",шПусасовош СПВНекенце ОТПОТа
562,"выходит
оплакать
багульник
Шкор",Выходит оплакать багульник Шкор;
563,корма,КМ}
564,долговой,{@лговос
565,убор,мох
566,"смастерить
жеребенок:",сласшерцмь #ёребенок:
567,литератор,лшшераш?
568,"неадекватно
бедненький",н@@дек ашно бедненыкий
569,"Карелина
полмира
болотце
60058",болотце лнуЕне Карелина полмра 60058
570,"Урюпин
бартер",Урюпин бартер
571,"сознательный песнотворческий)
физрук Савченкова Августин",сознательный песнотворческий) физрук Савченкова Августин
572,князь,КНЯЗЬ
573,Бутко,Вутко
574,"мечтательно
аргументированный-
покуривать
стольный сера
them
Каплан",мЧаеЛО ауалавй пЖурвВ поъый (а #ы Кала
575,второй,Второй
576,"43145-
укрепить)",43145 укрепить)
577,"лизат
Яночкин",иизат Янонки
578,"9706631286
добродушно
завком
тянучка Иона",9706681286 добродушно завком тявучка Иова
579,омела,омела
580,беда,беда
581,понятный,ПОНятны
582,хаки,хоки
583,вызволять заочный,@ЫбОЛЯ/Ь ЭСОЧНЫЙ
584,"Сунцова дань
Мошкин
Винокур too",Сунцова дан Мошкин Винокур +00
585,"9152698318
Букатый
пригладить
9672460475",9152698318 Вухатыи пригладить 9672460475
586,эстетство,эс/@ /8
587,"Стешенко
увянуть",С<@шенко уеянушь
588,Боря,Боря
589,Фурцев,Фурце?
590,кейс,кейс
591,сикль,сикль
592,"гном Костенко
подпоручик царек
возлежать",еном Косшенко по)поруччк царек вовлежашь
593,"Якунина Бахир
Шевчук Клим Украинец
вторичный искажать",Якунцна Бахцр Шесчук Клшм Украчнец @шор чныш &скажашь
594,scale:,с>
595,сломя?,СЛОМЯ?
596,"точеный
Крамник",2 точеный Крамик
597,спекуляция,10 63 спекуляция
598,"кули
менее",к%ли ненее
599,"херувим
81594
Подоров",херувим 819 Падарав
600,охладитель,олодитель
601,15398,15398
602,Давид,Давид
603,веско,веско
604,оспариваться,Фсиар иббшъся
605,"казачок?
угорь",казачок? угорь
606,неумно:,неумно:
607,"швея
вмять",швея ВЯть
608,"Гуляев
Афган
кашпо",Гуляев Афган кашпо
609,знать,энзть
610,Худик,Хедик
611,came,саш?
612,отсеять,отссяп9
613,причащаться,причащату ЬСЯ
614,Метла,Метла
615,"слюдяной
донорный
сдуться.
Кетов Шульц",СЛЮДЯНЙ донрьй СДутья: Кегов  Шульц
616,"skill
убыть",347 убЛТЬ
617,"головной
скачка",головнои скачка
618,неблагородный,~ыи  НЕБЛАГОРС одный
619,пари(,пари
620,профи,гофи
621,Белова,Велова
622,"притеснять
придаточный,",гигеаыть придагочнй
623,"трлн
водить",трля ВОдитр
624,Котлова,КОТЛОвА
625,Цыганова must,"Д :6жобе ""[8ъ"
626,Горин,Хофи
627,"отлучаться
пляс Коблов,
Слесарева",отлучаться пЛЯС Коблов; Слесарева
628,озолотить,ОЗОЛОтигь
629,неполадка,Купопа@
630,"отдраить
шатать
слезный -",ОТДРРигь Шагать слентя
631,"преподноситься
борода
клешня",преподтсиься борода клешня
632,"force
безобразие
Свечникова:",{ безобразче Свечнцкова: 8
633,Роджер,еоахе
634,приспешник(,поипешник(
635,"мокро
свалка",МОКрО СВИЛКО
636,Демешкевич,Демешкев 
637,15463,15463
638,ватага least,8(/Й27 [е(з+
639,"Влад
ровно",Влад ровн
640,нечерноземный,шышгл
641,"босяк вестибюль
9309518007)",бОсЯк ВеСТИОЮЛЬ 93095.8007
642,"office
внутривенно
проспать",О/{*се внутривеню ПРСаЯЬ
643,"спецсигнал хомут(
оказывать плиточный",спецсигнал   хомут( оказывать плиточный
644,"матрац
глядь",матрац глядь
645,"рубец
работа
усыпить",рубец работа усыпитъ
646,неуважение,важение неу
647,вряд(,РОк 2 ОРЯДС
648,влечься,елечься
649,"домик
рюмочка
выплата",ДОмК рюмочка выплата
650,"9117610448 руководящий Игорь
подкармливать неумеренно Кривова",ЯМ4 [кпщящий Иш(и пщармлит нуминш К[иш
651,"рама
скак",рама (к0
652,"гимназия
глушение",гимназия глушение
653,"насквозь
шепелявый",насквОзь ш2 шепелявыи
654,"Чайка
Лапин",Чайка Лапин
655,"9366420090 сборник
нечистоплотность
Стукач Дубровин",2 9366420090 НеЧИСТОПАОТНОСТЬ Дубровин сборник Стукач
656,"салазки
кора
Фалько",салазки кора Фалько
657,гостевой,гОстЕвой
658,"9591782745
9376856660
оседлый?",9591782745 9376856660 ОСеДЛЫЙ?
659,"барк
заем",заем барк
660,Гузь?,139 Гузь?
661,"Сомов 74342 детдомовец
изголовье 9123770580",СомОв 74342 детдомовец изголовЬе   923770580
662,"скупо
Трошин
вкусно",скупо Тролл скусюо
663,тако,тако
664,ладный,лад ный
665,"рассказывать
сицилийский(
13753 плацдарм,
Жилин",раооказывать оици^ийокий( 13753 ПАащарм; Хикин
666,"спесь!
сипло",'СПеСЫ' СИПЛО
667,"нейтрино
рюмашка сыч-",НЕЙГРИНО РЮМАШКА СЫЧ-
