index,answer,prediction
1941,"срубать напрасно раздел
голодный запамятовать  ,
переживание компонентный",CPYBATb HANPACHO PA3AEN ONOAHDIN 3ATAMSTOBATb KOMNOHEHTHbIN NEPEKMBA HNE
1942,"спартанский
Федяев подойти
дальнодействие",CTTapTaHCKIY Pengee OONTI JaTbHOnenCTBne
1943,"Коско
нелепо)
выбрать
Битлз",KocKO Hereno) BH6paTb BATJI3
1944,месье,MeCbe
1945,"секундочка
беспечный",cekyHOuka 6ecneyHbM
1946,ремесло,peMe CnO 面
1947,"продмаг
ущемлять пурген",美   生有 A ett 0 L poμmar ymeMATb ypreH
1948,"Баранов
Тимофеев",BapaHOB TuMopeeB SUO
1949,"Горбель
Пристром",生临 BO Fop6enb npucmpom
1950,хана,B XaHa
1951,"настрой
мораторий",HaCTPON MOPaTOPNIN
1952,жюри,口 copu
1953,брат,6paT 
1954,"сайт
just;",30909
1955,Юрчук,funikybow JOp uy k
1956,"услаждать
просквозить
9921024728",yca>KAaTb npOCKB03HTb 9921024728
1957,9983421034,N
1958,дробно,Apobao
1959,"отечь.
27356
мерзко",工 OTe4b. 27356 MepBKO
1960,"изворотливый
вызволять
оконце
ультразвуковой",U3BOpomNuBblu BbIBBOnAmb OKOHUe ybmpa3By KOBOU 小
1961,"смолоду
Коростик",CMOnOny KopOCTNK
1962,Кудрявцева,KyOpAelyeeo 
1963,роман,pouaH
1964,гнет,福 rHET
1965,чахотка,M LaxOTKa T S
1966,людно,MIOAHO
1967,"страсть путано
диковина",CTPACTb IYTAHO JHKOBHHA FLOAN
1968,прижиться,SER 1 5
1969,вальдшнеп, 
1970,Ярцева,樂 Hpueea  骏 染染 来 迷
1971,Слижевский созыв,CINKeBCKNY CO3bIB
1972,"Солодовникова
надзирательница",ONOAOBHNKOB 13YDaTeibHvi
1973,"73817
киббуц(",73817 nu66yul
1974,пядь,
1975,"проезжий
сослать .
ушлый",TIPOE3)XVV COCATb. YLWNbIM 
1976,роскошь,poCKOmb
1977,затон,3aTOH
1978,Саша,CaHa
1979,"обедня
ротный
30601",06e0Hg pomHblu 30601
1980,Букас,bykal 
1981,"crowd
радиус(",crowd paduy
1982,волок объемлющий,BOnOK 06beMoWni
1983,"кисея
галка",KVceA ranka
1984,"ларь
call",napb call
1985,разрушаться,
1986,лошадь,nowadb  美
1987,пертурбация,eprypbaraa
1988,Мальков,MabkOB 美
1989,тощий,  TOWnY 3
1990,"86688
некстати
самострел",86688 Hekcmamu camocmpen
1991,легально пыхтеть оплодотворить,? 2 Jezaibho nbxmemb onnodomeopumb
1992,"эполет
Смолич",aOnet CMOnny
1993,ругать,pyrars   BneE8 
1994,Полюхович,9
1995,56973?,凶凶 56973?
1996,щелка, luenka 
1997,зверский!,政 V A  正 3BepcKHi!
1998,прародитель,DoCo)Mo papon Tenb
1999,"body -
скетч",body cKemy
2000,"Рыжков сласть
реквизит",PbIKKOB CIACTB PEKBH3HT 住友生部 Aiuzun 值动 
2001,клянчить,# D #a KAHU
2002,"медсанбат Микула
курсовой дренажный
брачный нежно-зеленый
20178 дотация",MeAcaH6at Mukyna KypCOBON ApeHaK HbIi n HeK HO-3eeHbIN A 20178 oT
2003,Византия,T 门 幸吉
2004,boat,门 EtOu d boat
2005,мило, MUnO
2006,74751,74751 飞友9233
2007,"аналог,
приканчивать","aHaIor, ⅡpHKaHYHBaTb"
2008,Маслюк-,MacnIoK- I 8
2009,хост,DECOR e XOCT
2010,"новатор
Логинов
счетный
Бегунов",OBaTOp SONHOB yeTHbM BeryHOB 大
2011,ярый,apblu
2012,срамной,CpaMHOn
2013,рать,paTb
2014,"выводной,
родничок
9276665685
напороться
slow","BbBONHOn, PORHVHOK 9276665685 HaTOpOTECA sow"
2015,Авраам, I ABPAAM
2016,"Сытик
чистый
рюмочка",Comk cmou pauoka
2017,плести,WeCTw
2018,Дедов,nedoB
2019,"мыслимо
отлупить",MbICINMO OTyrINTb
2020,ушиб?,YWHB? SE
2021,"приземленный
Шаров поучать(",npl3emneuuLi? lapoe noyyamb( 特 FoM dD gme eg UmdNAS
2022,Ярославцева,Apocnauea Y
2023,"Тимофеев
16492
неслышно(
штурман",TuMooeeB 16492 HeCJIbIMHO( mTypMaH  M
2024,Степин,CTeIUH
2025,"припудрить
карлик
ратник
ширпотреб
одурь",npunyapumb Kapnuk pamHuK wupnompe6 ooypb
2026,"16264
Юрков",16264 卖
2027,паника?,厦 nAHNKA?
2028,"бронь
общее",oponi b6uee   Sn 
2029,"масса
кода",Macca kona
2030,72448,72448 PRES
2031,Горнак,TopHax P84.8
2032,дурнушка,UKO oupHy
2033,"Краевский
лицензия
возникать",KPAEBCKHY JHHEH3NA BO3HHKATD
2034,щука,LYKA 
2035,17215,17215
2036,павловский,OBCKMA nask
2037,"озерко
опричнина",03ep ko onpuuHuHa
2038,нафаршировать,M yiila Here Here lathato makk
2039,вибратор(,
2040,рантье,儿 paHmbe
2041,"Глаголев
приторочить
нецензурный(",TaroreB npuTOpOqMTb HeYeHSypHbui(
2042,переживание дебет,5 坊 3 nepexuBaHue de6em
2043,"свежесть
спех
Муртазина",CBeKecTb cnex MypTa3NHa
2044,"выдавить ильмень:
Асташкевич
закачать",BHIaBHTB HIBMeHB: AcTamKeBHy 3aKayaTb
2045,"Коноплич
Науменко
глюк",KOHONNNH HayMeHKO FMHOK
2046,"71766
ржаветь
живьем
пропан",pKaBeTb KVBbeM mpOrah
2047,55205,55205 CY
2048,"неплательщик
ахиллесов
мегера",HenΛameΛbwuk axunAecoB mezepa
2049,бычок,50K  H
2050,9012289727?,9012289727?
2051,"забытье
житийный",3a6bITbe XHTNHDN 苏
2052,Конин;,KOHUH;
2053,Врангель,Bpan
2054,издатель,u3dameAb
2055,горушка(,rOPYmKA( 楼 
2056,фельдшерский,"“水 T 专无血高亚,卫比区体"
2057,сокурсник,COKy PCHuK  福 福 (e) 家
2058,подозрительность,
2059,отросток,
2060,ответ,OTBeT
2061,"удобство
подтаять
иллюзион",YHO6CTBO HOITaATb NJO3NOH
2062,плита-,门 nANTA-
2063,киноаппарат Шамин?,LLaMMH? KNHoannapat 
2064,26724,少 26724
2065,anger,anger
2066,"подсобить
переключить",onco6VTb nepeknioHNTb
2067,абрек,bper STUDIOBLEU
2068,внесение,BEeceEne
2069,problem,problem
2070,отпетый, T OTnETbIN
2071,"переселить коврижка ,
Станишевская пилорама",nepecenumb naHUUUeBCKOR KOBpuDrCka nunopama
2072,преобразовать,7 D
2073,"сменный обхитрить
вотчина Войтулевич вона
пресечь дунуть",CMeHHbN OOXVTPNTb BOTuMHa BOVTyneBIH BOHa npeceyb AyHyTb
2074,"челочка
велено",yenoyka BeneHO mmUMLEu e OmaTLum um Lumunn.
2075,Стройтрест,Cmpoumpecm
2076,"Ильин
Северинец",A 华 WnbuH CeBepuHeu
2077,"эксклюзив бомж
песцовый
Лепеша Евстифеев",3KCKIIO3HB BOMK HIECHOBBIN JEIEILA EBCTHQEEB
2078,"звонница
31251",!!
2079,"запросто
Дядюк дружба",G ¥ ¥ ¥ X 少 ¥ ¥ ¥ ¥ T ? ? ? ? ? ? ? X ￥ ? 4 ? ? ? ? 一 B  ￥ ￥ ￥ ￥ ? C 具  ¥ 林  k ￥ 双 中 ? ? ? ? ￥ X ? ? ? ? ? ? X ? ? ? ? 3anp ocmo Dagtok C gpyxsa. ￥ X T ￥ ? ? ? ? ? ? ￥ X ? ? ? ? ? A B ? X ? ? ? F G   H ￥ 林 ¥ 林 林 ¥ ￥ ? ? ￥ ? ? ? ? ? ? ? ? ? ? ? X ? ? ? ? ￥ ? C F + C 艾 ￥ ￥ 杯 ¥ 少 ↑ 本 ￥ ￥ ￥ ￥ 木 不 ? ? ? ? ? ? 高 A ? × 业  B ? ? X
2080,"НИОКР
Илюшина",HNOKP MnOwUHa
2081,гепатит,2enamum 90 宾 8
2082,"сжирать
чех Авилова
Гутман Драчев",Cicupamb Aeunoea 4ex IymMaH  Hpauee d
2083,"угольный?
бородач !",yrOnbHbi? 0p0y hsogady 中
2084,"укрыть
текущий",ykpbrTb Tekymu'
2085,list,list 二
2086,обогнуть!,G
2087,байда,6aida 
2088,"плут
челн)",nnyT HenH)
2089,нисколько,HUCKOnbKO 1
2090,"9264143218
сквернословие
9466603609",9264143218 CKBePHOCnOBNe 9466603609
2091,еврей,eBpen D
2092,"прикрыться
длиннополый
прозрение.",nPMKPbIT bCA NHHONOI nPO3PEHVE.
2093,слыть,Cbime 品
2094,вследствие:,
2095,близ,H GUa C
2096,"проистекать
сучонок лягнуть",npoucmekamb CyyOHOK AaHymb 8S Eb
2097,лета,Aera ge 分
2098,"Нехаев
гайдук",Hexaee 2auoyk
2099,топкий,TOnKUM 一
2100,"дедок
объезд",dedok 06 be30
2101,"сходни
Караев
Дудик",CXOJHN KapaeB Hynuk
2102,кули,KynN K 242244422
2103,"Горбач придерживать
телеэкран special   ?
откидной Вебер особняк)",Fop6ay npWAepxИBaTb Tene3kpaH  special ? OTKИAHO  Be6ep  OCO6HAK)
2104,сравниться,bCA 
2105,"Назарова
сверхплановый
9691047054",Ha3apoBa CBepX IJ aHOBb 9691047054 7 
2106,свершаться,cBepuaTbcA LoerSb
2107,"старуха
plane",crapyxa plane
2108,"Михалюк
31601
хищный)",MNXAIOK 31601 XNWHbI)
2109,"Шкраба навсегда
дылда Скакун перелетать
косвенный истлеть
засматриваться",Ⅲlxpa6a a HaBCerIa CraxyH Una nepereraTb I KOCBeHHNA HCTIeTD BaCMaTpHBaTbCa
2110,"скальный
Ясинская",CkanbHbi AcNHCKas
2111,post,post
2112,"пристроить!
Ерошкин",HNMCTPONTE! EpOUIKVH
2113,нещадно,一光 咖菜 华虾
2114,ошейник, L OuLeYHVK
2115,"поглощение
Целикова
облачить ,",Ws RE! PI? 不量 MC Ou nornoLeHe LenvKoBa 06nauMTb
2116,"завлечь
ужать
Анкуда",3aenel% yicamb 心 AHKy da M
2117,осмеять;,OCMeATb;  C  Ave. Data Curso AIION 9PSIREARMOUNI Date:
2118,среднероссийский,cpedHepoccuickuu telecom
2119,"выцарапать
вживание
Карелия",BhuapaiaTb BrHBaEHe KapeIHs 
2120,"сокращенно вона
азот закашлять
мультсериал",COKpaWeHHO  BOHa a30m  3aKawAamb My ∧bmcepuaΛ
2121,сомлеть,COMJIETB
2122,"складочка
гомеостаз:",CKAaAOYKO TOMeOCTa3.
2123,вделать,edenamb
2124,"мидия agree 9257663503,
отпугивать склеиваться:","MUdUAC agree 9257663503, omnyzueamb CKneueambca: WMMA"
2125,"сухаревский
Чехович",cyxapeBckn YeXOBWH
2126,cool.,COOL.
2127,"трусливый разглядеть
худшее wing
очухаться вакса)",mpy cnueblu pa32nademb xy duee wing ouy xambca Bakca)
2128,"Жилинская!
вперед
Ткачук)",X WI uHCKag ! enepeo Tkayy k) 服
2129,степ.,Cren. 甘
2130,"гладь
Шиков",21006 LLlUuK08
2131,"засеменить 51416
9055175630 выбросить",51416 BaceMeHWTb 9055175630 Bb6pocHTb
2132,альтовый,aJTbTOBbDi 777NY
2133,прикупать,100 福 R家
2134,Малетина,ManemuHa
2135,"радиотехника
допустим",paANOTexHMKa AOnyCTUM ■
2136,Зайнуллина, geaiHyUnNHa 京
2137,Сочи,Coun
2138,41991,41991
2139,Женя,KeHA Elaa 100
2140,кодон,
2141,"лего
ковровый
Максаков?
Машин",ne20 KOBpoeblu NaKCaKO3E MauuH
2142,далековато,y AaneKOBaTO
2143,синь,CUHb 大际
2144,шпала-,unana-
2145,"деньги
distant куртизанка
Дворникова    ?
ручаться
Шевель пошиб   .",5 5 AeHbrИ distant KypTH3aHKa BOPHNKOBa py4aTbcA WeBeMb noWn6
2146,"шуметь
эссенция
Нагорный",Ly MeTb 3CCeHLNA HaropHbiN T
2147,предвидение,琴 山 ipenBHneHwe
2148,Шепелев!,WeneneB! 9 -6 福
2149,"восполняться
нерешаемый -",  BOCnOAHAMbCA Hepeuaembli 080
2150,"тужурка
хандра",n Tyxy pka xaHApa
2151,"Шаркевич
балетный дож
незамеченный(",LlapKeBVM 6aneTHbM AOK He3aMeyeHHbN
2152,паяц, nagu 11 
2153,"неделимый(
Маркович
рецензия",HenenNMbi( T MapKOBVH peLIeHBVA
2154,высокомерно,BbC
2155,удить),youmb)
2156,case,case
2157,"Янушкевич
умолчание
Андросов обжаривать
помешанный Омаров",AHy WKeeuy y MOΛyaHUe AHdpocoB obxapueamb NOMeWaHHbu   Omapoe
2158,коса,Koca
2159,Гаджиев,TanMeB 丰天 北-4
2160,Хомец,Yomen RC
2161,"Здор
Стриго",Mts 3nop CTpuro
2162,hope,hopb
2163,"Госплан 93816
половик Гараев
корпус всяко",FocnnaH 93816 Fapaee nonBuk Kopnyc BCAKO
2164,Свиридова,CoMPMAOba
2165,Дятко,FMmko
2166,фрагментация,ppa2mehmauua 科
2167,каталка,karaJIKa 一 台
2168,"аромат травля палисад
превосходство
Христенко 9963402727",apomaT TPABNA nanncan npeBOCXOACTBO XpNCTeHKO 9963402727
2169,"мушиный)
комплектование;",出 My wUHbIo) KOMnneKMOBaHue;
2170,"Чуркин;
доплестись-
выжать","yyPKUH, AonneCTvcb- BbDKaTb 丙"
2171,казать,Ka3aTb
2172,нулевой,HyneBOM
2173,"ситный
круто",AA GA lash N CИTHbIN KPYTO
2174,харя, xapa
2175,"вздыхать
чашечка мул
Фрейд
йод придаточный",B3bXATb YALLIEYKA MY OPEVA O TPWAATOUHbIN 
2176,"подгадать
запутывать помпон
патриарший art",nodzadamb 3anymbieamb nOMNOH nampuapuuu art 2. ## N D- O   AXA - ? a INDEN UINNRAA WONEEINDAY LLZAMENHIS wy LRWTOSiRDANNT BOAN RANDTNINODNT OWAN  RANSHENEANGAONDSSN XHNSANUINORDINS UND DSN DOKIONATDERUNNTRTIDECAADGE NKONGEIN DCING DUROHLIKINTO ENSOINUMSUNDDRDUSR GWIDME R UA W
2177,"этап
купальня)",aman ky NANbHA)
2178,"skin
чувал!",skin 4yBan! M
2179,откармливать,
2180,"неопытный
голосовой",HeOmGITHLY rOπOCOBO G3 GO
2181,"амплитуда
стиляга отягчать",aMuTyIa CTIIAra OTArYaTD
2182,"кнопочный
Белаш
Савостьян
Китова",KHOTOUHbM Benaw CaBOCT bAH KMTOBa F
2183,необъяснимо,He06b9 CHUMO >
2184,"издержки
Балашенко:
передать
сковывать",u3depsicku BanaueHKO: nepedamb CKoebleamb
2185,"креатура олефин
продернуть!
9207972859",onecrH kpeaTypa rponepHyTh! 9207972859
2186,"корочка!
Михалюк)",Kopoqka! Mxaok) 
2187,"конус Фаррахов фигурка
Зубова непослушание", Y 大 福 0O0OD KoHyc peppaxoe duey pka V 3y6o0 Henocny weHUe
2188,"Бакиров
Иаков;",心 BaKMpOB VaKOB; 
2189,Бессарабова,Beccapa6oBa J
2190,"напрямик Госгортехнадзор
топкий Пищенко повести
Железнов 9167986261 плавный",HanpAMuK Toc2opmexHad30p monkuu IuweHko noeecmu Kene3HOB 9167986261 n1aeHblu
2191,сальто,CaJIBTO
2192,"сюита
оборонка
длительно!",CIOVTA OEOPOHKA TEHO!
2193,"помрачить
9762695240
заточение",E nompagumb 18762695240 3amoyeHue
2194,справиться-,7 CIIpaBITbCA-
2195,"тотальный сельпо(
брошка хорек",moman bhbu cen bno( xopek bpouka
2196,Кирин,KupUH
2197,живо:,XHBO:
2198,Дубна,明 Ly6Ha
2199,"пускай 87320 поплавать
болеть мелочь Буйневич
среднее усть-илимский
туфта затрястись",nyckan 87320 nornaBaTb 6oneTb Menoyb ByYHeBIM N cpeAHee yCTb-WIWMCKW TypTa 3aTPACTNCb
2200,повествование,rOBeCTBOBaHMe e
2201,"Зубрик
передых коллаж
Царьков",3y6puk nepedbix KO LIapbkoe
2202,габаритный энергетика,ra6apNTHbM 3HepreTMka #
2203,дилер,Awnep  
2204,"переменить
модник
разыграть",nepeMeHumb MOOHUK pa3bl2pamb
2205,"пихта
speed",[XTa speed byAppie Music Rock
2206,"9181272780
выговор продольно;",201  9181272780 Bbirobop npooo  飞
2207,17442,口 1 17442
2208,"раньше
бревно",paHbue opeBHo SES5SSS58SR3EN86NS
2209,выпас,® BBnac
2210,асс оштукатурить,acc oLLTyKaTyprTb
2211,присуждение,pHcyKIeHHe 国 UESA 8 ? S- 又 ? 3
2212,"Сабило
Протасов",IpOTacOB
2213,никой;,HHKON;
2214,"9686380979
Потапова кочан",X 9686380979 KOuaH notanoBa  
2215,втравить,BTPaBMTb 
2216,"лагпункт
багор
таец",narnyHKT 6arop Taeu
2217,"Филимонов 82107
Лимонова near -",O  ΦWIMMOHOB 82107 JKMOHOBa near r-
2218,"овраг аристократический
9004029770 проиллюстрировать
милосский 9454580018 темень
обволакивающий вторник
фруктовый Патрик басовитый",OBpar apncToKpaTWyeCKnM 9004029770 npOwnnoCtpnpOBaTb MWTOCCKNN 9454580018 TeMeHb O6BOnAKMBAIOLLINN BTOPHNK dpyKTOBbI laTpuk 6aCOBNTbIM
2219,межведомственный,NI
2220,"шихта
48068
Кирьянов
Соломко",wuxma 48068 KupbaHOe COJOMKO
2221,three,three
2222,"Вяжевич
накрасить",BAKeBY HaKpacfTb
2223,"изложение добро
four османский",TM 0o6po unotcehue four OCMaHCKuu
2224,"брестский рытье чапаевский:
приползать накрепко
подавлять Даренских-
о'кей",6pecmckuu pbmbe yanaeBckuu: npunon3amb Hakpenko nodaBngmb I apeHCKux- okeu
2225,вепрь,Benpb 中电国
2226,"заспиртовать
воссоздать",3ACTNPTOBATb BOCCO3ATb
2227,"кайф(
Курбан",Kan中( Kyp6aH
2228,"интеллигентка
свекла
баскетбол",MHTenMreHTka CBeKa 6acKeT6on
2229,74378,8 74378
2230,Мышкин,MbIWKHH
2231,"шугануть
Купер
Ванин Шугаев",&ynop lulyiaeb BaHUH M
2232,"донный
имярек",JOHHLIN HMapek
2233,скептик!,5298 CKeNTTMKI
2234,"амок
моющий", aMOK MOn
2235,загореть),
2236,45026,45026
2237,9428532453,9428532453
2238,мутно meet-, F  MY mHO meet-
2239,оборона,o6OpOHQ 
2240,покачивать,noxauueamb
2241,Афродита,
2242,Соляник,CO/HHUK
2243,Слюсаренко,CnIOCAPEHKO 
2244,Николаевна,团
2245,"десерт
гриль",necepr rpub
2246,"методный?
Холодов;",METOTHbI? XOIOTOB;
2247,штабист,UITASHCT
2248,овца,OCEAN OBLIa
2249,опиум,onnyM 1
2250,"90122!
Сумин",C 90122 CYMAH
2251,лукавство?,KaBCTBo?   thuoule Siaan
2252,прыг,npbia
2253,"пример build
точно",buld rpuMep TO4HO 中
2254,"комфортно
махорочный.",KOMOPTHO MAXOPOYHDIN.
2255,расцветить,
2256,61970,61970
2257,моська,+  
2258,"Забавский  )
калорийность",3a6aeckuu KanOpuuHocmb 
2259,"аккумулятор
неприязнь
свернуться
матерок
подражатель",aKKyMynATOp HenpV93Hb CBepHyTbCA MaTepoK Opa>KaTenb
2260,"Докучаева
укореняться
знатный", LoKyuaeBa yKOpeHaTbca 3HaTHbIY
2261,"Ларин
абсурд",NapwH a6cypn
2262,коала,KOAJIA S
2263,"тетрадка
акционер!
откупить
евро",TETPAJKA AKLMOHEP! OTKYITB EBPO
2264,проиграться,
2265,"Русских
Шуляковский?",Py ccKux Liy Aakoeckuu?
2266,"доктор
Турков
Гайсин",AOKTOP TypKOB FaNCUH
2267,"верстак
арбатский",国 
2268,ОГПУ,OrY
2269,ГИБДД,n TAEAA
2270,запинка,3anuHka
2271,want,U want AVFC ? AVEC
2272,9187474677,
2273,"поручиться
Горбатенко
щелковский",HopyuNThCA Top6aTeHKO LIeAKbCK
2274,"Колбик
ересь академик
Хабибулин",Kon6ur epecb aradeuuk Xa6u6ynun W.
2275,пуля.,nyna. 1
2276,"обоняние
прилагаться",060HAHNE rpwnaratbca
2277,"поместный
дудеть сланец
жмурик Ефим",nOmecmHbIu oy demb CΛ aHey Equm Xmy puk 贝绣水发舞
2278,"12360
бедро",12360 6enpo
2279,back,back
2280,"обезуметь
отползать;","06e3ymemb omnon3amb, M"
2281,"Ширко
шток",Wlupko wmok o
2282,эксплуатироваться,
2283,Мишарина,WNwemapitha
2284,ОГПУ,VAMB 中 A  M orny
2285,Летун,NeTyH V
2286,"по-американски
Степкин
некрупный   .",nO-aMepNKaHcKH CTenKVH HeKpynHbIN
2287,сватья),CBaTb9)
2288,"Набиева
туземец",Ha6neBa Ty3eMeL 入
2289,невежда, HeBexda 福
2290,хрящ(,xa
2291,опорный,OnOpEHS
2292,"decimal
католик",decimal kamonuk
2293,"омыватель
выбрить
металлический(",OMbIBaTeib BblopuTb MeTaninTvyeckuM
2294,приступать,MPUCTYnATb
2295,резюмировать,peBIOMMDOBaTD
2296,Ширвель,Lypenb 4A
2297,вдова,Bdoea
2298,шайка,wavka
2299,Залуцкий,3anyw
2300,седни, CEIHY
2301,"Ванька
попутный сват?",
2302,Земсков,1
2303,пролет,
2304,"приучать
9278687993)",npuy4amb 9278687993) 98888888 MnR5
2305,меланхолия,MeaHXO C e
2306,отобразить,oTO6pa3Tb 业 %6 7 5
2307,Лосева, #  MoceBa
2308,Иоанн,
2309,"тост
выше.",mocm Bbue.
2310,"Хоменок Акуленко
озаботить
генсовет",YOMeNOK AkyAeHKO KMD LID oBa6 中团 b eHee
2311,мило,MWO 880 E
2312,"кульминационный
жирно задрипанный,",加电333333333333333333 KybMNHALINOHHbI KNOHO BaAPNnAHHb
2313,кизяк,DD KU39K
2314,"Потапчук
mind",TOTarMyK mind
2315,"Панько
Немцов",1 naHbKO HeMuoe
2316,"импровизатор-
герметически
телеком менуэт-",WMnPOBN3ATOP- FEPMETNYECKN TENEKOM 1MEHY3T- R
2317,деление,geneHno
2318,рожь,poxb
2319,"соблазн Лыскова
Усачев insect полынный
подоходный самокопание;
аэропортовский закат,","coS uasH Auckoba caueb insect ROAH HHu nogoxogiuuu CauokonaH ue; a3p onop mob ckuu Sakam,"
2320,постромка затейливый-,3ameuinuebu nocmpomka
2321,Таболич,Ta6onuy
2322,грация,rpanHa
2323,крем,Kpem 我
2324,"исказить
прервать",HCKa3HTb npepBaTb
2325,"Ягодкин  ,
нагнетание",AroJKUH HarHeTaHMe
2326,9903850087,家 9903850087
2327,Ирка,Иpka
2328,"вскрик
глазной
постель",  BCKpAK TIaBHOR ⅡOCTEID N
2329,"осень
9821025012",OCeHb 9821025012
2330,невдомек,7
2331,"ладить
грамота
Шутько",naAHTb rpaMoTa WyTbko #
2332,"ефрейтор 9509205111
аэрофлотовский лорд
Векшин стенание рисовый",eppetrop 9509205111 aopopioTOBcKud JOPA  BeKa CTeHaHne puCOBbI
2333,"пиво расческа издерганный
Гайдучик кыргызский
9355462197 Кисляков",H3IepraHHbm IMBO pacyecka TannyuUK KbIprbI3CKH KHCIAKOB 9355462197 
2334,леер,inexplore #0O neep Deferhlan 
2335,вдавливать,BnaBnMBaTb
2336,кузнецкий?,KY3HeLKn?
2337,сайт,JCAW V
2338,"обозреть
надругаться
индонезийский?",060speTb HaApyraTbca HHAOHeSHACKHA?
2339,"Ваня(
цикл
пленка",BaHbal Lvs! neHka
2340,"цоколь
согнутый
реветь",1 YoKOnb CO2Hy muu peeemb
2341,"хрипатый
дайджест
звать",xpwnatbn naNnKeCT 3BaTb
2342,"шнуровка
чего-то",LLHypOBKa HeFO-TO
2343,"бумеранг
чурка)",6ymepaH2 4ypka)
2344,trip,TRIP DT
2345,"Сахончик
заноза
Дунаева ,",CaX OHYUK 3QH03a AyHaeea
2346,"МХАТ
live",MXAI live 
2347,"зубрежка?
Невский",3y6peKKa? HeBCKN
2348,Корягина,Bopseund V
2349,"клизма ?
буднично",? KVBMa 6yAHHO
2350,9867435447,
2351,Роберт,PobepT 心
2352,"ослепить
отягощать",ocAenumb oma 2ouamb
2353,Цыбина,biona
2354,"Косова
лошак ;",KocoBa JIOWak 1
2355,Жерко,KepKO
2356,Сиднев,CuaHee 
2357,"Игнатеня
чуланчик",MHATeHA ynAHNK
2358,"пальба
брус
поистине
тесаный",nanb6a 6pyc noNCTNHe TeCaHb
2359,Михед,口 Muxe
2360,"9833990610
разграбить",9833990610 pa32pa6umb
2361,Полуянчик,rOVAHK
2362,"9305439844
ракетка",广王发 9305439844 paKeTKa
2363,"32361
экзот",32361 3K30T
2364,"обмолвиться(
уставный",06mon eumbc( ycmaeHbu
2365,ост 67185,ocm 67185
2366,"дума
Тимощук",AYMA TAMOLLIYK
2367,назреть,Ha3peTb
2368,"Касач Альфа-Банк
9625628794
головастый",Kacay Anbpa-baHk 9625628794 rONOBaCTHA
2369,Герман 32970,ww.peeca.com FepMaH 32970 .有 理交行 中国商方装安
2370,фуга?,dyra? 3
2371,Габдрахманов Середкина,Ta6npaxMaHOB CepenKWHa 福
2372,"Мочалов
чага
боек",Mouanoe yaza boeK 家 MARVEL
2373,Голубович,┌ony6OBnY
2374,"косолапый
нарочитый!",ADORESS DATA N  R X URSOR 5 K 2 M S 0 口 D 日 ATION ROCOJaIBY HaporrBni
2375,даже,dasice
2376,замруководителя,3aMpyKOBOIETeIA
2377,Лихач,Jwxay 鑫
2378,порваться,
2379,хобот,XOEOT
2380,"44726.
Крот",44726. Kpot TER
2381,"штат ;
79183",umam 79183 1
2382,шипеть,wmneTa
2383,Юрьевич!,IOpbeeuu!
2384,слежка,che>xka
2385,возразить,B03pa3umb n
2386,собачка,福 CO5AYKA
2387,"упираться?
Абдрашитов",Ynupambca? A6opawumoe
2388,Марченко,Map X
2389,кулич,KYNVH
2390,слаженность,CnaKeHHOCTb
2391,"документирование
велик теократический",AOKy MeHTMpOBaHNe BemMK TeokpaTnyeckuN
2392,"грузчик
дисперсия
Гракович-",rPY3YMK HHCIEPCMA TPAKOBHY-
2393,47038,rs
2394,"киселевский
send
Ширяева",KMCenTeBCKNM send LhpAeBa
2395,Леша,ewa
2396,"электричка,
зэковский"," 翡  9neKTpMKa, 39KOBCKMA"
2397,"until
9403245695",S ORRMPAHA 训  until 9403245695
2398,"Селин
Марчик",CenIWH Mapun 
2399,"манок
урка",1 MaHOK ypka
2400,"сладенький пуфик
Рускевич нагибаться",cnaAeHbkni ny 中nk PycKeBnu Harn6aTbcA
2401,Хорошилова,XopOLLIWIOBa 烟点百面 o
2402,"синод
западно-сибирский
Леня
9435622099
государственность",CHHOA 3ANAAHO-CNENPCKN NEHA 9435622099 bio O0 CovIKs FOCYAAPCTBEHHOCTb sT 7OH Cearr hlg  同能财
2403,"через
водолаз
министр
военный
Алина",yepe3 BOOa3 MNHNCTP BOeHHbIN AMHa 1
2404,Ладик,aauk
2405,сажа.,ca>ka.
2406,"спешный:
дурь
уголовно
Бредихин",cneuuHblu:  dypb y20OHO BpeduxuH
2407,дыбы,Bwo 
2408,"Свешников
кузнецкий Тазетдинов
9811018780",T CeeWHUKOB Ta3emduHOB Ky 3HeuKui 9811018780 HIF
2409,диско,JNCKO
2410,"ищущий 9651044143
гомосексуалист!",nwywni 9651044143 romocekcy aHct!
2411,жесточайший,KecToyaYmnn
2412,Фролов,cdpOnOB
2413,"Павловец
рассуждать
неоглядный
повышать",TaBnOBeL paccyxAaTb eOAA noBbIWaTb M
2414,37741, 37741
2415,цель,中 ueub
2416,"шаманский
9073042834,","WaMaHCKN 9073042834,"
2417,"Бирюков
Хомяк",BИpIOKOB XOMAK
2418,концессия,KOHUeCCUA D
2419,Рассолько?,PaCCOnbKo? CIT W
2420,Калюжная,N
2421,"Борцова
блокнотик
бикини",BOPHOBA BIOKHOTNK BHKNHH
2422,Сочи,快 Cous 
2423,орех,Opex
2424,двукратно,By KpaT Ho
2425,усик,MCHK
2426,"нераздельный
обложение",Hepa3deΛbHblu 06noxeHue 鑫
2427,Августин участь,ABry CTUH yuacTb  美
