index,answer,prediction
1158,Летние задания,E.H.Maseosa AeTHue BagaHua no-pyeeromysziEy 4MameMomre
1159,Святый княже Александре моли Бога о нас!,"CBATbIN KHAKE AnEKCAHAPE, MONN bOrA 0 HAC! CBATOA KHA3b AnEKCAHAP,MOWSOTAOHACI HSIEEOOOOE COIYHCKAA ynnua KOSIOMAKCKNN npocneKT E OHTHRa.py 福"
1160,Welcome to MURDER,Welcome to JRDER MI The shoue THREE BILLBOARDS OUTSIDI Ebbing MISSOURI EBBING
1161,Kira Plastinina,KaaJlastnia WWWKRAPLASTNA Gale
1162,ГОСУДАРСТВО НЕ ПРОСИЛО ВАС РОЖАТЬ!,FOCVAAPCTBO HENPOCHNO BAC PORATb!
1163,"Дешевле, чем бесплатно, не бывает!","LeWTeBne, yeM 6ecInaTHO He 6bIBaeT! 4G 6E3nNMNTHO oruaBrapnpax《BCE!》 9999www.beeline.ru CTON Cz.09.0515.01.2016P. （f ascrra&G.logpobmee-wwr.boeine.ro bunauH SP03196 Russ (812)438-4848 四 ATTEA Tepe.oK"
1164,Здесь могла бы быть ваша частушка,30ecbMozaa 06l obimb Baua yacmyuka
1165,HI,
1166,"это твоя олимпиада! встречай олимпийский огонь! 11 января в 20:30, г. Саратов, Театральная площадь","sarboru 3TO TBO9 DANMDMAAA! BCTPEYAN OANMnNVCKNV ΛOrOHb! 11 HBapB20:30,r.CapaTOB,TeaTpanbHa8nnOWaAb hotob k.sarb"
1167,ФОНД ПРЕЗИДЕНТСКИХ ГРАНТОВ,r OHA nPE3NAEHTCKNX TPAHTOB
1168,SAVE THE GALAXY JAMES GUN FOR RehireJames unn.com,JAMES SAVETHEGALAXY GUNNFOY RehireJamesGunn.com 3
1169,RUNREN R DIT,
1170,LOVE,LOE
1171,ЛЮБОВЬ,JOEABb
1172,КТСП,KTCT
1173,MAN RRE,
1174,А,A
1175,остел,POCTe
1176,briskly FACTORY,briskly FACTORY
1177,Olymp,OLyMP
1178,TELE2,3amralorropona 3 TELE2
1179,СТУДИЯ КРАСОТЫ МАРИНЫ АМИРБЕРГОВОЙ,CTYANA KPACOTbI MAPNHbI AMNPGETOBON llapasykB.
1180,РУССКИЙ СТАНДАРТ БАНК,PyCCKMM CTAHIAPT BAN
1181,WHITE,
1182,КВС,#KBC
1183,АКВАРОДОС мебе для,aKBaPOnOC Me6 DAA LO0
1184,иностранные языки МИЛЛЕННИУМ,MHOCTPAHHbIe A3bIKN MWΛΛEHHNyM MKa PMNAHN
1185,твой дом ночью и днём!,TBONAOM HoybIO U gHeM!
1186,салон цветов и подарков,CAIOHLIBETOBMNOPAPKOB
1187,АВТОЛОЦМАН,BOMAH
1188,3,23
1189,МАГНОЛИЯ,MATHOAWX
1190,G,
1191,match,mATih
1192,е,e
1193,ПОДВОДНАЯ RiverMan,nOABOAHAR RiverMan sta
1194,ARE PE,ARE PEC
1195,2020,
1196,котофей,komocpeu
1197,720 БАТУТНЫЙ КЛУБ,720 SATYTHbIN KnyE ?
1198,ВЕТЕРИНАР,BETEPWHAP
1199,ЛЮБОВЬ,MOEIBb
1200,U,
1201,Анастасия Маргарита,AHacmacusale Mapapumad
1202,К,K
1203,одежда,OAEKAA
1204,OZON,OZON
1205,ОРТОПЕДИЧНИЙ САЛОН,OPTONIERWHHWMCAIOH
1206,Best ц,Best LI
1207,НТЕРЬЕР Студия,ATEPbEP
1208,автозапчасти,ABTO3AN4ACTH
1209,СЕТЬ КЛИНИК БЭБИБУМ,CETbKINHNK536VSIN AD360 LTCUR Ab
1210,НАРАЩИВАНИЕ РЕСНИЦ Студия Анны Ключко,HAPALIHBAHHEPECHHU CTyAMR AHHbIKNHOUKON
1211,сквер имени сергея тюленина,CKBEP HMEHN CEPTER TIONEHMHA
1212,MERCURY,MERCURY
1213,ROOMS Premium hostel,ROOMS Premiumhostel
1214,А,A
1215,G,G
1216,а,福
1217,SWAROVSKI,PnK 6yKBA 60 SMAROVSKI PnK 6yKBA 60
1218,ветов,
1219,А,
1220,BANDEO,BANDEO
1221,СОКОЛ,COKON
1222,ЛИНЗМАСТЕР,JINH3MACTEP
1223,А,A
1224,DNS,DNS UNOPOUASN TC80T0
1225,КАФЕ,KA中E
1226,PARK RESIDENCES житловий комплекс,PARK RESIDENCES XATIOBNNKOMNNCKC
1227,ГРАНАТ,
1228,MODIS,MODIs
1229,Andrey,idrey Grigorw
1230,41,41
1231,ситилаб,CHTNna6
1232,Р,P
1233,"план эвакуации при пожаре г. Москва, ул. 2-я Мелитопольская, вл. 4А, стр. 39 Офисно-складской комплекс",MNAH3BAKYALNNnPNTOXAPE r.Mocayn.2-Mnxn.4A.39 OCHo-CaxoneNc
1234,"Я НЕ ГРУСТНЫЙ, Я ТРЕЗВЫЙ!",AHE TPYCTHbIN ATPE3BbIN!
1235,W2UHG,W2UHG USA GARDEN STATE
1236,ДЕКАТЛОН,AEKATIOH
1237,СОБЛЮДАЙТЕ ЧИСТОТУ PLEASE DO NOT LITTER HERE,COSMIOAANTEHNCTOTY PLEASEDONOTLITTERHERE
1238,Наглядность на уроках истории,GNSJNOTENA YNTEAS NCTOPWN N.B.HOPOTHOBA HarnAAHOCTb Ha ypoKax KCTopuN ZO
1239,E1.RU,E1.RU
1240,ОТЧЕТ,务 OTUET
1241,КУЛЬТУРА НАУКА ОБРАЗОВАНИЕ,16+ KUAbTUPA HAUNA QEPASOEAHNE
1242,ВНИМАНИЕ! ОБЪЕКТ НАХОДИТСЯ ПОД ОХРАНОЙ,BHNMAHNE! O6bEKT HAXONTCA O OXPAHON
1243,на крыше лофт-ресторан,Hakpbille Aopm-pecmopaH
1244,ПЕРВИЧНЫЙ ПРИЕМ ИНВАЛИДА,NEPBWYHDINPNEM HHBANIMUA
1245,ЭТНИЧЕСКОЕ И РЕЛИГИОЗНОЕ МНОГООБРАЗИЕ РОССИИ,3THNNECKOEPEIMTO3HCE MHOFO05PA3MEPOCCHM
1246,ПУСК ПОЖАРОТУШЕНИЯ,nycK NOXAPOTYWEHMA
1247,Важная информация,BaKHaA HHOopmaya
1248,35,35
1249,РЕШАИ! КАКИМ БУДЕТ ТВОЙ ГОРОД,PEWAN! KAKNM bYAET TBON TOPO
1250,ШКУРНЫЙ ВОПРОС,LUKyPHbIN BOrIPOC CMONE
1251,АВСТРИЙСКАЯ ПЛОЩАДЬ,ABCTPMACKAS RNOUARG
1252,стриж детская студия,JETCKaXcTy 
1253,МОХНАТЫЙ КРАБ,MOXHATHI KRAS
1254,27 ВОЛХОНСКОЕ ШОССЕ,27 BOJIXOHCKOE IIIOCCE
1255,neuhausen,Heuhausen
1256,группа компаний  Авангард,.ru 2pynna KoMnaHuu ABaH2apg
1257,медпункт,MEANYHKT KaTaOOH
1258,таблички номерки шильды,TASNNUKNHOMEPKN bb 0lm/ 1wl/u IM/ I
1259,СТРОЧКА ИЗ ВАШЙ ЛЮБИМОЙ ПЕСНИ,CTPOYKA N3 BAWN ΛHO6MMON nECHN
1260,УЛИЦА САДОВАЯ 65,M A CAnOBAA 65
1261,2 этаж - СПА,"23TaX-CnA -SACCEH -MYXCKAAPA3AEBAAKA XEHCKAS PA3AEBAAKA /Ayweacs,TypeuKos napHCs HCKOR nOPHOR/"
1262,"Лучше хорошо ВЫГЛЯДЕТЬ, чем хорошо ГОТОВИТЬ.","AyHLLE XOPOLLIO BHIrAAAETD, HEM XOPOLLIO rOTOBMTb."
1263,П Э,马
1264,Этикетка на продовольственном товаре,3TMKeTKaHG nPOOBOnbCTBeHHOM TOBGpe CocTOa Macca xo-0 ycnonn KanopuPnocTs Aapec HaroTOeMTenA CpoKroSHocTM BCAuyCMA MyShure
1265,ALTOS,"ALTOS ALBARIINO HOUK, 万院 dlorona R RrasBaia JBN0563647 CONSEROOLADCE B"
1266,The best things come in this package!,xxo000 The best things come inthis package!
1267,казенное вино.,HA3EHHQE BRHO. HPsnOoTb BEEPA 40% E3MHA 2p.25. nocvab 25 Wor02p.50K friends
1268,СПАСИБО ЗА ПОБЕДУ!,"CnACHEO 3A nOBEAY! MpaciaeE OheR Yuacmeyisxonxypce demcktx D pucyNos #PucynollobedyCAneHxou unony4auzopaopaeannbienpus6t Boapooxeeo6ycnoausxxoHxypca Ha cuimepobeda.alenka.ru LoKOnaAMOnOuHbI-AneHKa"" ""AneHKa=cyTTi woKonaAb OMEEIM LeHKa MOnOuHbIU UOKOnad MACCAHETTO:100r TA3ACUTMAFSA 100 ERC 8 CACAAKO TOCT KoHKypC TOCT31721 DETcKoTo pucyHka 120420 120421 pobeda.alenka.ru"
1269,Принтеры для WILDBERRIES 2022,MpNHTepbl AA WILDBERRIES2022
1270,энциклопедический словарь гранат,BHUHKAORENSECRIM   PH CAOBAPb CAOBAP TPAHAT PPAIA
1271,CAVA,"OF SPAIN PRODUCE CAVA RESERVA Tesco IRUT BRUT SELECTED BY TESCO 13%vol PRODUCEDBYMADEMOSA SANTSADURNI D'ANOIA, 75cle SPAIN.EMB.3350-B"
1272,MILK grape,"COCTaB: BOna yMArueHHaA,AHaMHA yrOnbHO KHCnOTH, ruH,MCOBa3HBO,Can npM38 MeTHKOH, Kanpunun MeTHKOH, n3r-40 Moosada.ko y.Chpl rHApOreHH3HPOBaHHOe KaCTOpOBOe MaCno, MaCno Aa KaKao,LTeapnoBbA CnHPT, rnguepun CTeapaT, nenHHIA BOCK, nOnMaKpHnaT HaTHA, rnauepun nOnHMeTaKDMnaT, nponuneHrnAKonb, PVM/MA COnOnAMeP,中eHOKCH3TaHOn, METHH30TH30HHOH, MeTHIXIODH30THA3OnHHOH npoTeHHb MonoKa, ?  HaTHA,CI19140,C42090. 46013 plush-koala.livejournal.com"
1273,Учимся читать информацию на этикетке с товаром правильно,YuMCTaTHOPMaUIOa STHxeTkecToBapoMnpawnoHO
1274,колбаса Ностальгия,Kondaca Jocmanbzua CDOO OXAAXAHHAS
1275,ПивоЖигулевское,PTY176-58 348008 COBHAPXO3A A
1276,STRAT RA M DI NGROUP AUSSIEDLERBOTE,STRATERA MEDIENGROUP AUSSIEDLERBOTE
1277,Apacer,Apacer 89042586 awneetl
1278,OZON,ONON
1279,ebay,ebay
1280,Garlsberg,Carlsberg
1281,HINK CAR,HINK&CAR
1282,Каждый День горбуша,"Kaoicdbiu DeHU FOPEYWA NPODYKUMSPbISHAAMOPOXEHAR:FOPSYUAnOTPOWEHAR Coefae1ropdyua,rnaypb（bonn)Hn6onee5%. 3p100r：110wan.0100rnpyTa:5n-20r,x-4r CnDco5nprone:npoyTmonex TpecoopaSoTo. YCnOOHAJ8 paTRpTenOpaTypeHBOMMyCtBC Paicnpoucna:Ceac  12Pn TOOO-Pnpy249010PocxKanEp.Mnn Mecru,roAi: 23.12.13 MaccaHoTTO 23.12.14 CEPBMCKAAEHTA dearnaoyp: ccniporvdocBeuehanru www.auchan.ru .005Kr. 2533846000050 Mupaunpnno.B O H 0.005Kr. npOAyxTxopowroactal"
1283,Хлопья овсяные 2 ЯСНО СОЛНЫШКО,"XnOnbOBCAHbie N2 ""ACHOCONHbIWKO"" iraru. 18yaK Teneoc(812）722-09-84,（812）722-50-66; Macca eTro9Kr www.miliru DeasUHHOCTB100 Senot 12.0r tpoaykta: 28159618009 YrneonM Xipu 51.0r 6.0r TY9294-005-00941993-99 a  70% HeB25COTHOCT OHOCTM CpOExpaH12Meck MaroToRneHoHynakoBaNo:"
1284,ИМЯ KEEP  CALM AND ТЕБЕ ТОЛЬКО 40,MA KEEP CALM AND TESETONbKO 40
1285,"Найди надпись в интернете и пришли нам, мы сделаем еще круче!",HAAAH HAAnHCb B HHTEPHETE IH NPHWNH HAM. MbI CAENAEM ELE KPYYE!
1286,УСПЕШНАЯ красивая всегда НЕОТРАЗИМАЯ,ubo YCTELIHAR rpacubaa HEOTPAJMMAX 
1287,Любовь это...,o60Bb3TO.
1288,ДУША ПОЁТ КАРДИОГРАММА ПЛЯШЕТ  ГОДА ИДУТ А ДУРЬ ВСЁ  ТА ЖЕ!,yWAnOET KAPAHOTPAMMA AWET TOLA AAYT A AYPb BCE TAXE!
1289,Добавь фото и надпись,POTO o6aBb  HaAnnCb
1290,Это моя лучшая подруга,Jmo MOA Ayywaa TIOAPYTA
1291,галина,rauKA
1292,Mr.,Mr. 90
1293,БРАТЮБНЬ. НЕ ГРУЗИСЬ! ХЛЕБНИ ЧАЙКУ И УЛЫБНИСЬ!,SPATIOHb. HE rPY3MCb! XIESHK YANKY HYIBIEHACL!
1294,СЛЕЗЫ МОИХ БЫВШИХ,CnE3bI MONX 5bIBWNX
1295,Я Люблю ТЕБЯ больше чем КОФЕ,IOO TEBA boueeM KOPE
1296,САМАЯ ОЧАРОВАТЕЛЬНАЯ В МИРЕ МАМА,CAMAA OYAPOBATEAbNAY B MNPE MAMA
1297,МОЛОДЕЦ,MONOLEU
1298,"САША не бухает, САША отдыхает","CAWA He byxaem, CAWA omdbixaem Avito"
1299,СПАСИТЕ ОТ ГУЛЯНОК ВОЗЬМИТЕ В ЖЕНЫ,CIACHTE OTEYASHOK BO3bMMTE ee6ee66 BKEHbI
1300,БЕСИТЕ,BECMTE
1301,Царица Екатерина,Lapnua EKATEOHNA
1302,"BRZUCH od piwa, niz GARBA od roboty","Qepiej miee BRZUC+ od piva, niz GARBA od noboty"
1303,НЕТ. Я НЕ БУДУ ЧИНИТЬ ВАШ КОМПЬЮТЕР,HET.HE6yy UHUTDBAW KOMNbOTEP
1304,Выход из режима сна,BbIxOA 3peKMMa CHa laspersley
1305,m,忆
1306,С 8 Марта!,C8llapma
1307,"Доброе утро всем, кто начал этот день с нотки раздражения","JO6pOE yTPO BCEM, KTO HAYAN OTOT AEHb CHOTKH PASnPAXEHNA"
1308,world skills Russia,worldskills Russia
1309,ПОЗВОНИТЬ,nO3BOHNTb
1310,"С днем рождения, АлёнушКа!",IpumepHadnucuHacmaHdapmhoMmopme CgHeu BosicgeHua XreHywika
1311,С Днем Рождения любимый!,Deu Pookgerus Moouwv
1312,HAPPY BIRTHDAY,
1313,Happy Birthday,Ferry Bithday
1314,Торт императора Император тортов,Jhiopm uarnepatope Haneparnop myprno-b Maeley
1315,С днем Рождения Анечка,Cgkau Soiegesitia herka
1316,Любимой мамочке!,UDVkO
1317,Кирюше 1 годик,upoue Z 20duk
1318,"С 18- летием, доченька!",G18 Jemuey goteuikg
1319,Арише 8,atpuue 8
1320,"С днём рождения, моя хулиганка!",AHEM POKAEHNA MO XYIUTAHKA!
1321,ВОТ ЧУВСТВУЮ ЧТО МНЕ 18 А ДОКАЗАТЬ НЕ МОГУ,BOT YYBCTBYIO LTO MHE 18 A DOKA3AT HE viory
1322,"С Днём рождения, мамуля!","CsnEn posncgetux, Mawyus!"
1323,"с 29-летием, моя старушка!",C2g-AeTueu MOR CTAPYLWIKA!
1324,Анастасия,tuacmacua
1325,30,30
1326,НЕ МУЖ А ЗОЛОТО И ЛУЧШИЙ ПАПА,HE MYK A30Λ0TO AYYHO nAnA
1327,Happy Birthday, Foppy-Railfday
1328,Happy Birthday,
1329,25,anilla Vanilla ATILENT Vavi 25
1330,хэпи бёздей,
1331,Felis mpleanos,Fellz Cuhklehnos
1332,Feliz,Feligs CUMPLEANOS
1333,happy birthday,happy othdau
1334,Happy Birthday,Bir+holsy
1335,НСТВО ХРЕЩЕННЯ IВАНА,KHMra PeyenTOB PEWEHHA
1336,ГОД ПОЗАДИ- ВСЕ ВПЕРЕДИ,FOD BCe n03ADW- BnepeDW
1337,Dave you are a Huge Disappointment,Dae yae anl Huge Dioappointmedt  nR
1338,ВАУ! УЖЕ 20!,
1339,Here s your stupid Cake!!,Heu' yowr Saupid Caken
1340,С днём рождения!,PeliM
1341,С ДНЁМ РОЖДЕНИЯ!,C BHesu DOmcAengy
1342,HAPPY BIRTHDAY HARRY,HAPPY BIRTHDAY HARRY
1343,I m Sorry i m a grumpy bitch...,ImD Sorryima grnipy bitch...
1344,с Выздоровлением!блеять!,.DgoPOEne BAeRTE HieM! EWWN
1345,80,
1346,С Юбилеем!,AOsmocnt
1347,"ОДНАЖДЫ РИСКНУВ, МОЖНО ОСТАТЬСЯ СЧАСТЛИВЫМ НА ВСЮ ЖИЗНЬ.","OAHAXKAbI PUCKHYB, MOXKHO OCTATbCA ACYACTANBbIM HA BCIO XM3Hb."
1348,4 5 6 7 8 9 0,456 789 00
1349,"Мы приходим сюда, Чтоб цветы положить, Очень трудно, родная, Без тебя нам прожить","Moinpuxoduucroda, qmobyembtnoxoxumb Ouenbmpydno,podhaa Be3mebanamnpoxum"
1350,"Да ладно, все нормально","Ia JiaJHO, Bce HOpMaJIbHO"
1351,"Помним, Любим, Скорбим","HOMHUM, Jrobum, Cropoum"
1352,"Ты жил в полный рост, не жалел беспокойного сердца.",TbI KMA B HOAHbM POCT HE XAAEA GECIIOKOMHDCO CEPAIIA
1353,"ТОМУ, КТО ДОРОГ БЫЛ ПРИ ЖИЗНИ, ОТ ТЕХ, КТО ЛЮБИТ И СКОРБИТ.","TOMY,KTO JOPOT 6bIJ IPH XH3HH， OT TEX,KTO JIOBHT H CKOPEHT."
1354,IN LOVING MEMORY GEORGE DOUGLAS McFLY,GEORGE DOUGLAS MGFEY 
1355,СВЕТЛАЯ ПАМЯТЬ О ТЕБЕ НАВСЕГДА ОСТАНЕТСЯ В НАШИХ СЕРДЦАХ.,CBETJAA IAMATbO TEBE HABCETJA OCTAHETCH B HAINX CEPLHAX
1356,Rabbi Ben-Cion DONEHIN,351 Rabbi Ben Cion DONEHIN
1357,Воинское захоронение Первой мировой войны,Booe axopoee Ilepsopon BORHLI pt a 41 oenco  3 0 Py r51g4-1915rx Kriegsgrab aus dem Ersten Weltkrieg Kaiserlichen Armee sowie  Krieger der Deutschen Arme Hier ruhen in Ftiede ao Krieger der Russice 1ga4-gis.gefallen
1358,кургановы,KYPZAHOB6I AGuge Xareepua NeLaba Cyneinanobue 1924-2017 1854-1977
1359,ПОМНИМ ЛЮБИМ СКОРБИМ,JLOEUM GKOP5UM TOMHAM
1360,Владимир Валентинович 22.04.1957 02.12.2015,SIELUD BJIAJINMUP BAJIEHTMHOBNY 22.04.1957-02.12.2015
1361,Андрей Сироткин,CHPOTKHH ARAPER
1362,Ермаку от борчан,GpMakY OT BOY reg1
1363,ФАМИЛИЯ Имя Отчество 00.00.0000 00.00.0000,PAMIJINY HasOmiecm80
1364,salve,"ALVE Domuspropria domusoptimat CBAOM Magnus est et-qui dat et qui amba haec dare qui accipit sed maximus HaHXO polosb-BenKH TOT HaarpoCuRx ETOAAT,WTOT.TO npHnMaeEHoCaMHR HOIDVO .D.O.M Maximo-Focnot aDeo,Optimo Dyeanvry"
1365,В ЭТОМ ДОМЕ ЖИЛ РУССКИЙ ХУДОЖНИК СЕРГЕЙ ВАСИЛЬЕВИЧ ИВАНОВ,B3TOMAOMEKMA PXCCKMMXYAOKHAK CEDTEMBACMAbEBUU ABAHOB
1366,ИЗ ИСТОРИИ ПИСЬМЕННОСТИ В АБХАЗИИ,BRCSRERHOCTH A6XA3
1367,R.I.P.,R.I.P.
1368,RUSSIA,ISSA
1369,ПЕТРОВА МАРИНА СЕРГЕЕВНА,AMORn 89-69-279 4N1 HETPOBA CEPTEESKA MAPZHA 17.1191107.2006 
1370,suworof,ZUR ERINNERUNC AN DEN UEBERCANC DES RUSSISCHEN HEERES UNTER FUHRUNC DES CENERALISSIMUS SUWOROF IMSPAETHERBST 1799.
1371,НЕ ВСЕ ПРОХОДИТ И БЕЗ РЕКВИЕМ ПУСТЬ НА,HE BCEIPOXOAHI HEE3 PEKBHEM RVCTAHAD  POHTaHKa.py CAHKT-ETEPSVPFOHNANH
1372,р. ВОНЮЧКА,p.BOHIOYKA
1373,СУШКИ,CyWKn
1374,р.ПАЛУС,p.nAnyC
1375,Ново-Никольский мост,HOBO-HROAbCKWMMOCT
1376,р. СОСЬВА,COCbBA
1377,карта опасностей на реке вологда,"pOMONHbIB KAPTAOnACHOCTENHAPEKEBONOTAA OHecTBOpayn. （nocOCTOHMOHa15MapTa2022rOAa） eHNHrpancKOM yn. poMONHbIBpaMoHeM-H pn6pexHbM(npaBb oMToraMexeAHeBHor 6eper),OcTpOB（CTBOpyn MOHNTOpMHraneOBON p.Bon HekpacoBa), o6CTaHOBKW HapeKe yn.Topooro yn.3hrenbc KVBWNHOBCKOrOMOCTa. Bonora,cnacatenAM yn.Hepacoe oyn 1 MKy《Lr3r.Bonor peHIoBoR HopOHCKayn. CoCTaBneHaKapTa UA poMOMHbIBpaMoHe BO3MOXHbIXOnACHOCTeV Ha peke Bonorna co6opHonropK（npaBb NanbHAayn. KOMCoMOnbCKaRyn 6eper), rpaHuyaxropona OKTA6PbCKOrO MOCTa,yCTb9p.3onoTyXa Txanyn. ocn.no5enb N6.6-R p3cayn MCTOPMKO OMVN pica apxvTek VPHBIR NPENYNPEXDAEM! xyAOeCTBeHHb DpeuNCTeHCK BbxoHaneonaceH cTporo3anpeueH! pOMONHbIB yn.eHHa HapyweHNeKapaeTcA oaMOHeBnaAeHN CeBepHanyn. wtpacom! pyyb9B KpeMnIeBCKOM HOBOA CKBepe n yn.npokaToBa NpOMONHbIB CeBepHa pavoHe narMaHa,ycTb p.Wlorpaw wu yn.Pa3Ha AHHAMO 喜 Pe4HOBOK3an yn.fyravea Bonoada pOMONHbIB ranckayn. 3OCMOECKayn. paoHeBapaHKOBO yn.enocee "
1378,КУПАНИЕ ЗАПРЕЩЕНО,KYNAHNE3ANPEWEHO
1379,р. ВОБЛЯ,p.BO.6nA 司
1380,ЛЕДОВАЯ ПЕРЕПРАВА,nEAOBAR nEPEnPABA
1381,БАБЕНКИ,BAbEHKN
1382,р.ТЕША,p.TEWA
1383,р.ИЯ,p.na
1384,р. УБЕЙ,p.y6En
1385,ПРОХОД ЗАПРЕЩЕН,nPOXOA 3ANPEWEH
1386,р.МЕДВЕДИЦА,p.MEBENLA
1387,р. ИРА riv. IRA,P.MPA riv.IRA
1388,DUST,DUSTO 44
1389,р.. УЛЛА,p.ynnA
1390,13 микрорайон,13 MuKpopaioR
1391,р. ВИЖАЙ,p.BN>KAN
1392,40,40
1393,р. Торопа,p.Toponna
1394,ВОСКРЕСЕНКА УПОРОВКА,BOCKPECEHKA ynOPOBKA
1395,р. ТРУБЕЖ,p. TPYEEX
1396,РАССКАЗЫ ГЛИНЯНЫХ ТАБЛИЧЕК Мифы народов Двуречья,"Hayxa. PACCKA3BITJIHHAHbIX TAEJIHYEK Mupu HapodoeJeypeuon Hadonzocoxpanumbnamsmaocebe. aJUucx ael.uomx.omyaae3.ucbnym. maKoecpoxusonHu.. CezooHx MHoZue BoCnpuHuMaom Mupuax sabaeue.pycmneuaucmpaunbtecaxu.Ho ecxasxaxcobmux npoucxodam empuoeek moxuapemoe.mpudecamomzocyoapcmees,a nanaa uoeccmapec:cmpana,zopod.pea.  casanuanouotaomyuenbm do6pamocaooce Mux tayGonux xopnel uemopuu cmpan unapo Doe.Anopooe coepeMenHx Hpaeax uo #pyueaemc Hacneuecedo peenoc. Pomcah960 04.05.2016 Ma6upuHm.py"
1397,ДЕШОВКИ,AEWOBKN
1398,река ЯГОМА river YAGOMA,peka ArOMA river YAGOMA
1399,Древнее Двуречье,IpenHeeJIBypeube Megypeb.eypee Meconora Pek-EspaT Trp Banro Hapon-wymepu Ypyk Top Ban.yp KHH FACbMeHHOCTb oa noopn TanK 3aKHXaypa  NODHDM KMHN
1400,ХЕРСОН,XEPCOH CHEPTo-opRa
1401,КРАСНЫЙ СЛОН,KPACHbIN CIQH
1402,Kompan kierros Lahnaniemen seurojentalo,Kompan 前 kierros Lahnaniemen seurojentalo
1403,КИРОВ,KWPOB
1404,POZOR,POZOR DETI!
1405,ЦЕЛЬ ИССЛЕДОВАНИЯ:,"pobneMHbiBonpoc HTo MHTepecHoro MoeT nonenaTb peKa Octep? O6eKTCCneAOBaH:peKaOcTep LEIbMCCNEnOBAHMA H3y4TbHCTOPHIOnORBeHHAHa3BaHAPeKH AaTbrHAponorHuecKyIo xapaKTepMcTHKy, nOKa3aTb3Ha4eHHe BXH3HH MeCTHOro HaceneHHR,H3yyHTbnpo6neMbI3arpR3HeHR nPOAOnLBaHHR ONbITOB M HCCneAOBaHHH peKHropoAaPocnaBnA,nyTeM BOAbIBpeKeOcTep,BOCnHTbIBaTb6epe*HOe OTHOWeHHeKBOAOeMaM."
1406,АДРЕСНЫЕ ТАБЛИЧКИ RU,TABJINUKH AJIPECHbIE RU
1407,КОБЯКИ,KO6AKN
1408,улица ГЛАВНАЯ 140,YnNUA FNABHAA 140
1409,Я Твоё,TYUTYUNOVAOLGA
1410,OVE,LOVE NYNAILSKANGANNYNALS
1411,hot,ANNANAILS hot
1412,ЛЮБЛЮ ТЕБЯ ДО ЛУНЫ И ОБРАТНО,AOBAOTEBX 2o AYHbI OEPATHO
1413,Костик 16 июля 2018 в 10.30 вес 3750 гр. рост 53 см,Kocmuk 16 B 10.30 2018 wona bec 3750 p. pocm 53   CM.
1414,Ваш текст,BAW TEKCT
1415,Настюше 1 годик,LeHa TonbKo 3a HaAnNCb Hacmroue 120duK
1416,ЛЮБЛЮ ТЕБЯ,八105八H0 TE69
1417,bye-bye Ivanova!,bye-byea Tuaneval
1418,Ваша надпись,Baua Hagnuch
1419,18 мне уже!,18 MHe yxe!
1420,Папины принцессы!,MOS Hlanue npuny o Dodocmu
1421,ШАРЫЗЧ ВОЗДУШНЫЕ ШАРЫ В ВОЛГОГРАДЕ,WAPbl3Y O3AYUHME IAPLBBOIrOrPALE
1422,"ЛЮБИМАЯ, СПАСИБО ЗА НАШЕГО СЫНА!","ANSHMAR, CHACHEO 3A HXWErO CBIHA:"
1423,Настёне 16,Hacmete 16 @HAKUNA.projecl @HAKUNAproject
1424,Единственной Мамочке на свете!,guncmlehnai Manorke Hacbeme!
1425,НАЛИВАЙ А ТО УЙДУ!,KENAIO PA3PEWINTE no KANEW! HAPPY FUCKING AEA Tbl ERENG HAPPY B-DAY AJMB HAMBANI ATO '3PEWUTE KEIAIO YAAY! EnIM- nopv 4Er
1426,С днём рождения,Cgren ponregetns
1427,здесь может быть ваша надпись ,3AECb MOXKET 6bITb BALIA HAANMCb
1428,НЕ  ЖДИ Чуда ЧУДИ сам!,HE YYAA KAH  CaM
1429,Люблю тебя как до ЛУНЫ и обратно,JioOJoTet KaKAo JyHbI WOCpaTHO DAB-A
1430,С Днём Свадьбы,eu Sfaobdor
1431,Багульник,barynounk
1432,Я ЗДЕСЬ из-за ТОРТА,93AECb M3-3A TOPTA
1433,"Бэллочка, С днем Рождения!","Bounerka, Cgrem Pocgerus!"
1434,с днем рождения,4HeM POKAeHnT
1435,I love you to the moon and back,deleyo I to-themow and bad
1436,"Лерочка, Happy Birthday!","lepouka, Happy Birthday!"
1437,Надюлечке роднулечке от Ченюли,Hadroceus OT BeHIONUR
1438,Любимому Братику,lroduMoMy Spamuky
1439,Ваша надпись,Banua Hagnuch
1440,BE MY VALENTINE,BEMYVALENTINE
1441,17.10.08 МIМО ПРОХОДИЛ,171008 MlMO HPOXQAIA
1442,ANIU KOCHAM CIE,ANIU KOCHAM CIE
1443,мы были на волосок от жизни,ynANaMMK Mbl 5bIMU HA BDAOCOK OT HU3HU
1444,minimal,minimal
1445,In loving memory of Eva Dobraszczyk 26.11.83 - 27.10.08 To sit in the shade on a fine day and look upon verdure is the most perfect refreshment: Jane Austen,In loving memory ofEva Dobraszczyk26.11.83-27.10.08 To sit in the shade on a fine day and look upon verdure is the most perfect refreshment:Jane Austen
