index,answer,prediction
558,"95928
Губарева
проплыть
Походня
market", 95928 ФyбapeBa пропЛЫТь Походня market
559,приставание,приставание
560,исчезновение,
561,"получасовой
самовыражение
одиночка",Ae получасовой самовыражение одиночка  E  
562,"выходит
оплакать
багульник
Шкор",ВЫХОДИТ оплакать багульник Шкор
563,корма,kopma
564,долговой,ДОЛГОВОЙ
565,убор,
566,"смастерить
жеребенок:",смастерить xеребенок:
567,литератор,литератор s. Machine itain w. War n-chlerime ean
568,"неадекватно
бедненький",неадекватно бедненький
569,"Карелина
полмира
болотце
60058",pn 20 3E   E  Карелина нолмира болотце 60058
570,"Урюпин
бартер",Урюпин бартер 9
571,"сознательный песнотворческий)
физрук Савченкова Августин",сознательный песнотворческий) физрук Савченкова Августин
572,князь,КНЯ3b 
573,Бутко,Бyтко
574,"мечтательно
аргументированный-
покуривать
стольный сера
them
Каплан",мечтательно аргументированный- покуривать CTOJbHbI cepa them Каплан 
575,второй,второй
576,"43145-
укрепить)",43145- укрепить) 
577,"лизат
Яночкин",Z ни3ат ЯноЧКИн
578,"9706631286
добродушно
завком
тянучка Иона",00 9706631286 добродушно завком Иона тянучка
579,омела,омела
580,беда,беда
581,понятный,ПОНЯТНbЙ
582,хаки,4NEN 4 ExNi xaku
583,вызволять заочный,вызволять заочный  NCOUNNT
584,"Сунцова дань
Мошкин
Винокур too",Сунцова дань Мошкин Винокур too
585,"9152698318
Букатый
пригладить
9672460475",9152698318 Букатый пригладить 9672460475 BE  ll
586,эстетство,
587,"Стешенко
увянуть",Стешенко увянуть
588,Боря,Боря
589,Фурцев,Фypцев
590,кейс,кейс
591,сикль,СИКЛЬ 
592,"гном Костенко
подпоручик царек
возлежать",Костенко 2HOM подпоручик царек возлежать
593,"Якунина Бахир
Шевчук Клим Украинец
вторичный искажать",Я кyHиHa Бахи up Шевчук Клим Украинец вторичный искажать
594,scale:,
595,сломя?, 8 СЛОМЯ?
596,"точеный
Крамник",точеный Крамник
597,спекуляция, ЛЯцИЯ спеку
598,"кули
менее",КУш менее E 
599,"херувим
81594
Подоров",  херувим 81594 Подоров
600,охладитель,охладитель
601,15398,15398
602,Давид,Давид
603,веско,Becko
604,оспариваться,оспариваться
605,"казачок?
угорь", казачок? угоpь
606,неумно:,неYмно:   X
607,"швея
вмять",YC MC  швея ВМЯТЬ
608,"Гуляев
Афган
кашпо",Фyняев 0 Аfган- кашпо
609,знать,3HaT
610,Худик,Хдик BPr4 OPackage @Trauma Ofeveruible Puater @or
611,came,came 0
612,отсеять,отсея mb S
613,причащаться,причащаться
614,Метла,Метла
615,"слюдяной
донорный
сдуться.
Кетов Шульц",слюдяной донорный сдуться. Кетов Шульц
616,"skill
убыть",
617,"головной
скачка", ФОЛОВНОЙ скачка
618,неблагородный,
619,пари(, пари(
620,профи,профи
621,Белова, 5 Белова
622,"притеснять
придаточный,",притеснять придаточный
623,"трлн
водить", ТПЛН ВОДИТЬ APFIE
624,Котлова,Котлова MRog 000 A 00 000 CECa Whaue
625,Цыганова must, Циганова тизт
626,Горин,4 * о. 3 2 3 > 3 Фопин
627,"отлучаться
пляс Коблов,
Слесарева","отлучаться Коблов, ПЛЯС Слесарева"
628,озолотить,
629,неполадка,
630,"отдраить
шатать
слезный -",отдраить шатать слезный NS
631,"преподноситься
борода
клешня",преподноситься 6оpода клешня U
632,"force
безобразие
Свечникова:",force безобразие Свечникова:
633,Роджер,Роджер
634,приспешник(,приспешник(
635,"мокро
свалка",MOKPО свалка
636,Демешкевич,Демешкевич 
637,15463,15463
638,ватага least,eаmaгa least 
639,"Влад
ровно",Бнад POBнO 
640,нечерноземный,
641,"босяк вестибюль
9309518007)",6осяк vестибюль 9309518007
642,"office
внутривенно
проспать",office внутривенно проспать
643,"спецсигнал хомут(
оказывать плиточный",спецсигнал хомут( оказывать ПЛИТОЧНЫЙ
644,"матрац
глядь",матрац глядь 
645,"рубец
работа
усыпить",pубec работа усыпить 004 2 *
646,неуважение,
647,вряд(,POKER BРЯД(
648,влечься,влечься
649,"домик
рюмочка
выплата",ДОМИК рюмочка выплата
650,"9117610448 руководящий Игорь
подкармливать неумеренно Кривова",9117610448 руководящий Игорь подкармливать Kpuboba HEYMEPEHHO
651,"рама
скак", pama Cкak
652,"гимназия
глушение",гимназия глушение
653,"насквозь
шепелявый",нaсKBO3b шепелявый
654,"Чайка
Лапин",uuuu Чайка Лапин
