index,answer,prediction
1163,"Дешевле, чем бесплатно, не бывает!","Дешевле; чем 3, не бывает! 46 безлимитно ОПЦИя в тарифах кВСЁ!> 9999 ил"" ,ее ,е ш 191. . ~мяни  игларуттнтъ Бцлацн"" зншзнаБ [.=5 [[312] 433-4848' Терсцдок ВТБ бесплатно (101"
1164,Здесь могла бы быть ваша частушка,ЗОесь мозла бы бышъ щаша часшушка
1165,HI,
1166,"это твоя олимпиада! встречай олимпийский огонь! 11 января в 20:30, г. Саратов, Театральная площадь","2о атп твпя Б^ИМЬИАААН ВГТРЕЧАЙ ПАИМПИЙЕКИЙ пгпНЫ! 11 января в 20.30,г Саратов; Театрапьная площадь 0 ""  ,010) $"
1167,ФОНД ПРЕЗИДЕНТСКИХ ГРАНТОВ,ФОНД ПРЕЗИДЕНТСКИХ ГРАНТОВ
1168,SAVE THE GALAXY JAMES GUN FOR RehireJames unn.com,"~ ~Е""и6 аАшЕ @Ц}. [е}геЗашез@_п-@ош"
1169,RUNREN R DIT,"""Инит'"
1170,LOVE,16
1171,ЛЮБОВЬ,лгевь
1172,КТСП,К[С[
1173,MAN RRE,".< "":81'"
1174,А,4
1175,остел,1 } [7?
1176,briskly FACTORY,Ьчк!у [АСОВУ
1177,Olymp,ОГУм'
1178,TELE2,шшттинол #в2
1179,СТУДИЯ КРАСОТЫ МАРИНЫ АМИРБЕРГОВОЙ,СТУДИЯ КРАсОТЫ МАРИНЫ АМИРБЕГОВОЙ
1180,РУССКИЙ СТАНДАРТ БАНК,"Русский . {[нШ  ""4ну"
1181,WHITE,
1182,КВС,#КВС {
1183,АКВАРОДОС мебе для,аКВаРодос
1184,иностранные языки МИЛЛЕННИУМ,ШК ~ш '  иностранные языки МИППЕННИУМ
1185,твой дом ночью и днём!,Ч 40м1 ТВОЯ 9нём! НОЧЬЮ
1186,салон цветов и подарков,САЛОН ЦВЕТОВ ! ИПареи: `
1187,АВТОЛОЦМАН,АФСтмин
1188,3,5з
1189,МАГНОЛИЯ,МАНотия
1190,G,
1191,match,0@ бы
1192,е,(
1193,ПОДВОДНАЯ RiverMan,ПОДВоДИ К{@ы
1194,ARE PE,Рв
1195,2020,40
1196,котофей,[ошофой
1197,720 БАТУТНЫЙ КЛУБ,на0 БАтутный КЛУВ
1198,ВЕТЕРИНАР,ВЕТЕ  мнэ
1199,ЛЮБОВЬ,Л9Б вы
1200,U,2
1201,Анастасия Маргарита,[*нас/ясця' {'Маёарш&@
1202,К,{
1203,одежда,ОАЕЖАА
1204,OZON,@20м
1205,ОРТОПЕДИЧНИЙ САЛОН,ОРТОПЕЛИ#ОЛ
1206,Best ц,(23+д
1207,НТЕРЬЕР Студия,"(дчя ""ШЖ#"
1208,автозапчасти,АВТОЭАпЧАСтИ
1209,СЕТЬ КЛИНИК БЭБИБУМ,ШиЙ Сш # СЕГЬ ! 'КЛИНИКБЭМБМ 'эб4омы
1210,НАРАЩИВАНИЕ РЕСНИЦ Студия Анны Ключко,ШРЦЯВШМЕРЕСНИЦ лПдияАнны Ключкал
1211,сквер имени сергея тюленина,&кве: ишвд свъй [*;[й:
1212,MERCURY,МЕКЖ_??_
1213,ROOMS Premium hostel,@9&Э Ргеш . лов
1214,А,А
1215,G,@
1216,а,&
1217,SWAROVSKI,РПК ФУКВ4 60 $@О@'К РПК ФУКВ 4 60
1218,ветов,{2 
1219,А,Ё^
1220,BANDEO,ВАял
1221,СОКОЛ,~Юхо/
1222,ЛИНЗМАСТЕР,Д;МНСЕР
1223,А,А
1224,DNS,ШШ] [)з шлол ща
1225,КАФЕ,КАФЕ
1226,PARK RESIDENCES житловий комплекс,РАКК К@З_@ЫЕ` тлше ~амШЛ ;
1227,ГРАНАТ,
1228,MODIS,"""ыэ"
1229,Andrey,
1230,41,
1231,ситилаб,ситилаБ
1232,Р,Р
1233,"план эвакуации при пожаре г. Москва, ул. 2-я Мелитопольская, вл. 4А, стр. 39 Офисно-складской комплекс",2а ЫВЭЕ+ шд4ад % Мбавз ПРИПОЖАРЕ 'ЭВАКУАЦИИ Мелисгощты  ПЛАН Омию0олагаокмплас
1234,"Я НЕ ГРУСТНЫЙ, Я ТРЕЗВЫЙ!",ЯНЕ ТРУННЫЙ; ТРЕЗВЫЙ!
1235,W2UHG,~ч: [2ЫН ЗТнЕ ЪЗА @АР)Е^
1236,ДЕКАТЛОН,ДЕКАПЛН
1237,СОБЛЮДАЙТЕ ЧИСТОТУ PLEASE DO NOT LITTER HERE,СОБЛЮДАЙТЕ ЧИСТОТУ ₽ЦЕДЯЕ 00 МОГ ЦТЕ@ НЕРЕ
1238,Наглядность на уроках истории,#ИКЛМШЦА шшн€ МигЕ НЛНГЕПТНППА НаГЛяДНО ТЬ Упоках ИгТОрИП
1239,E1.RU,=К)
1240,ОТЧЕТ,"5""о НеЧыъ"
1241,КУЛЬТУРА НАУКА ОБРАЗОВАНИЕ,[[([;ТШГ( [([; ПЕГИЗП;-[ Е
1242,ВНИМАНИЕ! ОБЪЕКТ НАХОДИТСЯ ПОД ОХРАНОЙ,ВНИМАНИЕ! ОБЪЕКТ НАХОДИТСЯ ПОД ОХРАНОЙ
1243,на крыше лофт-ресторан,%@дрешр@
1244,ПЕРВИЧНЫЙ ПРИЕМ ИНВАЛИДА,ПЕРВИЧНЫЙ  ПРИЕМ 'ИНЕАЛИДА
1245,ЭТНИЧЕСКОЕ И РЕЛИГИОЗНОЕ МНОГООБРАЗИЕ РОССИИ,Я7Ы РГ!П:М ЕРПКГРГЯНГ= МНОГООБРАЗНЕ ЕЭг и
1246,ПУСК ПОЖАРОТУШЕНИЯ,Паа Рат ШЕния
1247,Важная информация,Важная информация
1248,35,35
1249,РЕШАИ! КАКИМ БУДЕТ ТВОЙ ГОРОД,РЕШАИ ! КАКИМ БУДЕТ ТВОЙ ГОРОД
1250,ШКУРНЫЙ ВОПРОС,ЕХУРНЫЙВОП;ОС смола
1251,АВСТРИЙСКАЯ ПЛОЩАДЬ,4ЕГТГЫЫСКАЯ ПЛПЫАШа
1252,стриж детская студия,"детская = ~ , Стуш"
1253,МОХНАТЫЙ КРАБ,шьошшыш ша]
1254,27 ВОЛХОНСКОЕ ШОССЕ,27 ВОЛХОНСКОЕ ШОССЕ
1255,neuhausen,Ъеи/0; п
1256,группа компаний  Авангард,:руппа компанцй Аванеар9 <Ы ' А
1257,медпункт,~лиенмшинолошаитинвыошнчыатуналалринартшин ЫЕДПУНКТ
1258,таблички номерки шильды,ТАБЛИЧКИ НОМЕРКИ ШИЛЬДЫ
1259,СТРОЧКА ИЗ ВАШЙ ЛЮБИМОЙ ПЕСНИ,СТРОЧКН МЗ ВМШЙ МЮБИМОЙПЕСНИ
1260,УЛИЦА САДОВАЯ 65,У Л И Ц А САДОВАЯ 65
1261,2 этаж - СПА,2 этаж - СПА ЕДССЕЙН НУЖСКАЛ РАЗДЕВАДКА ДАНСТА; РАУДЕВАЛКД {АушеВС! турецкан ппрнся Омнгхан парнав }
1262,"Лучше хорошо ВЫГЛЯДЕТЬ, чем хорошо ГОТОВИТЬ.",АучшЕ ХОРОШО ВЫГАЯАЕТЪ; чЕмМ ХОРОШО готовить
1263,П Э,
1264,Этикетка на продовольственном товаре,Этихстка на продавольстввнном тОЕсре {ьш 1 Капо-мЕла-н ТаЦачгч Еся #рермлцм; =ь€-яанс ~егпо7
1265,ALTOS,#ТОЯ ЖЫЦЯЛЧ Нта игтаь пилиа дтыв5 7 Вей %{ 055]54 2[ +
1266,The best things come in this package!,9 федт 45_ ххос Иуя ~5 сал шша;
1267,казенное вино.,"{ВЕЮНЩЕ ВИЮЪ: [РЫцОЬ ВЕДРК 408 [НИ 2р 25 ЛЧДы 25 #, #.ГФ ₽: 50 к"
1268,СПАСИБО ЗА ПОБЕДУ!,СПАЗИБО 3А ЛОБЕАУ! Хячр? Умпсля т Кон_ Яен-;ну рысунно ЕРчсуюЛобсоуСклёнкоц получпй ~лран цра#анч4 Пицты Косдаоиеа ооуставиях конкурсп Ш  [офеф__пе_а +1 Шоколад молочный Аленка пАленка Стп шаколады (ёнка молочнъй шоколад НЕГО; 10г 12 10+ [[ [ОсТ 31721 120420 120421 Конкурс @втекоо Рч:унка горева 6 ~6еп}
1269,Принтеры для WILDBERRIES 2022,Принтеры для ._[ВЕ@@-Е$ 2022
1270,энциклопедический словарь гранат,~ЗНШЛЕЧ СИОВАРБ [ЫИ 'РЛЛ 
1271,CAVA,"01 САУ4 @ЕЗЕ@УА ЗКОТ ""жо В₽ЪТ ЗЕ_ЕСЕ) ВУ ТЕЯСО [ОБ_СН 6 МАПИО54 ; ] #48 $4.{К]] АМО1; Т5се 5-Ы;ТМИ550 4 '@О.СЕ $-^"
1272,MILK grape,"(оптаВ: ВОДа УнЯгченная ДМаННД УГОПЬНОН КНСЛОТЫ; ГЛИЦЕРНН наСЛО ВаЗСЛННОВОС; (ТеарнП НеТНКОН КаПрИЛИЛ НСТНКОН; ПЭГ-40 ПДрОГеННЗНРОВаННОе кастОровОе наСЛО; НаСЛО Дл  кЗКЯ0; цетеарНЛОВЫЙ (ПИрТ; ГЛИЦеРНЛ (ТСа[а; ПЧРЛННЫЙ ВОСК; ПОЛМаКОНЛЧТ НаТрня; ГЛИЦАРНП ПОЛИНРПаКОНЛаТ ПРОПНЛеНГЛНКОЛЬ; РУЧ/М} ; (ЮЛЖМОР;ЗОВНОЮСМНОНОЩ  ПОКЛНВОТЖаЗООИЮОН; жатракт виНОГрада; парфюмерная конпознцкя ЗДА каЮрия, (] 19140,(] 42090 6 0 риз4 *дз-л Ле[дцл:_- Пеолий '"
1273,Учимся читать информацию на этикетке с товаром правильно,#чммг; ин |нмя иннн чтищытнеташпам пранашанг ~мт
1274,колбаса Ностальгия,9(€шл2ця ошлжЕшия ~59(<ас жол€& агалат тангяТиша
1275,ПивоЖигулевское,Э(@  : л@б к6е яигов} Сопнаргоэь
1276,STRAT RA M DI NGROUP AUSSIEDLERBOTE,'Т@А}^ М = . | = & 6 ₽ 0 0 ₽ А 0 $ $ | Е 0 > Е ₽ В 0 Т Е
1277,Apacer,~рсч
1278,OZON,07@1
1279,ebay,@ба/
1280,Garlsberg,@г[-ы 9
1281,HINK CAR,Н^К& ^В
1282,Каждый День горбуша,"К@эш ыц Фснь ГОРБУША ПаЕшлщЦИТ Енян МОва_Ен; лышатшъ пптЕвпрЕнАа пралиша на;ч-!г зы'ъзткш 74,0 6 иаомуиинатъеннаат Ш1-77г- ₽}паеАн тилтанъэап СЕРПИСДЛАЕИТА тедетгпсааъгт ""@,95 кг: Чыдашгаслгоши [5' 53384 6 000050 г}часео ааттнн 0.005 кг . пыт"" саы"""
1283,Хлопья овсяные 2 ЯСНО СОЛНЫШКО,Хлопья опсяныс Ма? 1оПн 1оя9+2&8 Лкёцчш; кпта [шшс каесл Аашо 9к чиндедч 05аЮсанезаэстъ 906 #ьтчшштнчлшши:н 25 € натгсенеленоя шансетн га 1игп1тел; гтл тпнтапн}ччитп Илготопгтна муллколано -
1284,ИМЯ KEEP  CALM AND ТЕБЕ ТОЛЬКО 40,ИМЯ КЕЕР САЦМ 4.Ь ТЕБЕ ТОЛЬКО 40
1285,"Найди надпись в интернете и пришли нам, мы сделаем еще круче!",Няйдн НПДПНСЬ В ШНТЕРШЕТЕ [ ПРНШПН СДЕППЕМ ЕЩЕ ИП ШЫ КРУЧЕ!
1286,УСПЕШНАЯ красивая всегда НЕОТРАЗИМАЯ,УСПЕЙМАЯ красибая ЛРАЛИММ 06 @
1287,Любовь это...,Любовь ЭТО::-
1288,ДУША ПОЁТ КАРДИОГРАММА ПЛЯШЕТ  ГОДА ИДУТ А ДУРЬ ВСЁ  ТА ЖЕ!,ДУША ПОЁГ КАРДИОГАММА ПЛЯШЕТ ТОДА ДУТ А ДУРЬ В(Ё ТАЖЕ!
1289,Добавь фото и надпись,и фото Добавь наДПИСь
1290,Это моя лучшая подруга,Эшо ноя учшая ПОАРУГА
1291,галина,'Ац]
1292,Mr.,Мг
1293,БРАТЮБНЬ. НЕ ГРУЗИСЬ! ХЛЕБНИ ЧАЙКУ И УЛЫБНИСЬ!,БРАТЮНЫ #Е ГРУЗИСЫ ХЛЕЁНИ ЧАЖКУ И УЛЫБНМСЫ
1294,СЛЕЗЫ МОИХ БЫВШИХ, СЛЕЗЫ мойх БЫВШИХ
1295,Я Люблю ТЕБЯ больше чем КОФЕ,Я Люблю ТЕБЯ больше чем КОФЕ
1296,САМАЯ ОЧАРОВАТЕЛЬНАЯ В МИРЕ МАМА,САМ^Я ОЧАРОВАТС^ЬМАЯ 8 МРё МИПЯ
1297,МОЛОДЕЦ,(6 '=Ц
1298,"САША не бухает, САША отдыхает","САША не бчхаею, САША ошДых@еи Аг+о"
1299,СПАСИТЕ ОТ ГУЛЯНОК ВОЗЬМИТЕ В ЖЕНЫ,{{СЩЕ ВЖЕНВ
1300,БЕСИТЕ,{[(Ы[
1301,Царица Екатерина,Царнца {катсрина
1302,"BRZUCH od piwa, niz GARBA od roboty",Юфа (@ Вю7И @Ф [`л@@ л1ъ @АВА @Ф @@()
1303,НЕТ. Я НЕ БУДУ ЧИНИТЬ ВАШ КОМПЬЮТЕР,#ЕТ ЯНЕ БЧЛЧ ЧИНИТЬ ВЯШ #ОМПЬЮТЕР
1304,Выход из режима сна,режима сна Иаст4у Выход
1305,m,2
1306,С 8 Марта!,[6 8 ((и&}
1307,"Доброе утро всем, кто начал этот день с нотки раздражения",ЧТРО ВСЕП; НАЧАЛ Этот РАЗДрАЖЕНИЯ ДОБРОЕ КТО ДЕНЬ НОтКИ
1308,world skills Russia,[Ог--$&:5 [ызз1а
1309,ПОЗВОНИТЬ,ПОЗВОНИТЬ
1310,"С днем рождения, АлёнушКа!","Пример н-дписи на сшондарином шорше 9Неч Зо5с9енчях ""ёнчжка!"
1311,С Днем Рождения любимый!,"~чо ""озЭаща ш"
1312,HAPPY BIRTHDAY,
1313,Happy Birthday,Чбта З_^Ч@
1314,Торт императора Император тортов,?р)& 'ортг мэзратора Иммптратор тоэ оЪ
1315,С днем Рождения Анечка,Се л  факае&хя  ~нюжа
1316,Любимой мамочке!,17л ~еч ~
1317,Кирюше 1 годик,1 %2обч
1318,"С 18- летием, доченька!",648 лшкен 8о &очскч _
1319,Арише 8,@ш2
1320,"С днём рождения, моя хулиганка!",днЁм РождЕния; МОЯ ХУЛНГАНКА!
1321,ВОТ ЧУВСТВУЮ ЧТО МНЕ 18 А ДОКАЗАТЬ НЕ МОГУ,вот чувств&а Ш= 48 4 ДОКА:АТ НЕ ШФД
1322,"С Днём рождения, мамуля!",С Эиё_ Рожсами 4 Долы:
1323,"с 29-летием, моя старушка!",29-хетием ЖоЯ СТАРУШКА:
1324,Анастасия,Дбця
1325,30,30
1326,НЕ МУЖ А ЗОЛОТО И ЛУЧШИЙ ПАПА,"нб МУЖ ""ЗО/ОТО. ЙУЧШИЙ  ПАПА"
1327,Happy Birthday,"'(Вж""н&' )ЛФрь""с"
1328,Happy Birthday,[а @@&
1329,25,'инё(< [инй(  25
1330,хэпи бёздей,Фо ой
1331,Felis mpleanos,"""*{и4"
1332,Feliz,Эе% (МД}
1333,happy birthday,"(0""2"
1334,Happy Birthday,@+-+%ф] Чъ9
1335,НСТВО ХРЕЩЕННЯ IВАНА,"Книга Рецептов 8 (аАеЕшвыя"""
1336,ГОД ПОЗАДИ- ВСЕ ВПЕРЕДИ,ПОЗАОИ впереОИ ГОО ВС?
1337,Dave you are a Huge Disappointment,)чц< Чжь ')  -@ю ^: Кы4&
1338,ВАУ! УЖЕ 20!,
1339,Here s your stupid Cake!!,'Нело' %о С(к_
1340,С днём рождения!,~оеаке
1341,С ДНЁМ РОЖДЕНИЯ!,0 & нёл боэс8еия 9
1342,HAPPY BIRTHDAY HARRY,ВаРРУ @=<нЬЫ? 'АЯ;<
1343,I m Sorry i m a grumpy bitch...,"Тй 0 ё6 8о 26"" 6и-"
1344,с Выздоровлением!блеять!,0 1 кротоъие е 
1345,80,
1346,С Юбилеем!,"{О8нлес""_"
1347,"ОДНАЖДЫ РИСКНУВ, МОЖНО ОСТАТЬСЯ СЧАСТЛИВЫМ НА ВСЮ ЖИЗНЬ.",ОДНАЖДЫ РИСКНУВ МОЖНО ОСТАТЬСЯ СЧАСТПИВЫМ НА ВСЮ ЖИЗНЬ
1348,4 5 6 7 8 9 0,45 8 789 0
1349,"Мы приходим сюда, Чтоб цветы положить, Очень трудно, родная, Без тебя нам прожить","ЖМы приходим сюда, Чшоб цвешъ по1ож?шъ; Оченъ шруоно, рооноя; Фсз шебя #ам прожишъ"
1350,"Да ладно, все нормально",Да все ЛаДнО; 'НОрМально
1351,"Помним, Любим, Скорбим","Помним, Любим, Скорбим"
1352,"Ты жил в полный рост, не жалел беспокойного сердца.",Ты ЖИА ₽ ППАНЫЙ ₽ПЕТ НЕ ЖАХЕА БЕЕППКПЙНПГП ЕЕРАЦА
1353,"ТОМУ, КТО ДОРОГ БЫЛ ПРИ ЖИЗНИ, ОТ ТЕХ, КТО ЛЮБИТ И СКОРБИТ.","ТОМУ, К1О ДОРОГ БЫЛ ЛРИ ЖИЗНИ; 01 ТЕХ, К7О ЛЮВИТ И СЮОРБИТ:"
1354,IN LOVING MEMORY GEORGE DOUGLAS McFLY,[И {Ш МЕОЛИ` []Е 'т#
1355,СВЕТЛАЯ ПАМЯТЬ О ТЕБЕ НАВСЕГДА ОСТАНЕТСЯ В НАШИХ СЕРДЦАХ.,"(ВЕТЛЯ ШИМЯТЬ О ТЕВЕ ""ЯСШДА ОСТШЕЛСЯВНАШХ СЕРДЩАХ"
1356,Rabbi Ben-Cion DONEHIN,"[я} Бе (10. [""&:&"
1357,Воинское захоронение Первой мировой войны,"Воннскос захаронешне Петчан чиравий вшны Лсяцитяа € НИЕан >0 Цшвнан Гьс=вц& тииераптетшшамы ДАрин Гевмынскцы денин пшгапшигшц 3ы14Бш Кге_=_г:} Челп ""~]гЁсЕ Нтыпл }ты мпь л ш]пЧтписеашеел1теы ' шыа рган"
1358,кургановы,"#<р2л н 0 8 Ы ХэыЪ+ Фосх ~*665% Сутеоыцыъбь_ "" шТ"
1359,ПОМНИМ ЛЮБИМ СКОРБИМ, ЛБИМ скаРвия помнш
1360,Владимир Валентинович 22.04.1957 02.12.2015,оп_цов ВЛАДИМИР ВАЛЕНТИНОВИЧ 22.041957 02.12. 2015
1361,Андрей Сироткин,ЧштЕн СИРОткин Н1а
1362,Ермаку от борчан,"С~Мку ОТ БОЧАН ""е&1 ы"
1363,ФАМИЛИЯ Имя Отчество 00.00.0000 00.00.0000,"ФАИЛИЯ Нич {чегшя"" <<_ц€ шп;шш;"
1364,salve,"[Быъав ы ""з="" @4ЪУЕ @ППац Тене Чп рЕЕ  пеШШьевшае @Еканаел Еучшин шци чшъцш дшшашв мши; нинедатнэ ашпатагв яа тЕПвпнен ГР аы принимш наешиын ш.ое напа Та1ыпп прулао Епершллоаест пшшгълш 'Ба1а&  ~ъв _пШпь Маяша - ГЕпюа - ""нншмештъгат"
1365,В ЭТОМ ДОМЕ ЖИЛ РУССКИЙ ХУДОЖНИК СЕРГЕЙ ВАСИЛЬЕВИЧ ИВАНОВ,атомдомьети русаии дджних СЕРГЕЙ ВАСИМЛЫЕВИЧ иЕАнОВ
1366,ИЗ ИСТОРИИ ПИСЬМЕННОСТИ В АБХАЗИИ,
1367,R.I.P.,К:₽
1368,RUSSIA,
1369,ПЕТРОВА МАРИНА СЕРГЕЕВНА,АМПНп Шт-азн 8 аш Ши 3 #ЕНИЕ
1370,suworof,20@   Е@- @Е@Ш`С А` .ЕП [ЕВЕ-СА`С [$ @ЫЗЯЗ(НЕ НЕЕВЕЯ .)ТЕ?   .Н@Ч`С   0Е' СЕ Е?^_-'з-^>Я '. О@@Г [М $@^[ТНЕ?ВЗТ 1799.
1371,НЕ ВСЕ ПРОХОДИТ И БЕЗ РЕКВИЕМ ПУСТЬ НА,"1 фонпанкарУ 'УГЛЕяР?ЕГЛЙ; ГЕ? ЙРОХДТ ""тыА Е 2 РЕКЗЕН}"
1372,р. ВОНЮЧКА,р.ВОНЮЧКА
1373,СУШКИ,С У Ш К И
1374,р.ПАЛУС,р  ПАЛУС
1375,Ново-Никольский мост,[ ШШШ]
1376,р. СОСЬВА,МММ
1377,карта опасностей на реке вологда,"Промоины в КАРТА ОПАСНОСТЕЙ НА РЕКЕ ВОЛОГДА Йоне створа ул (по состоянию на 15 марта 2022 года) енинградской Промоины в районе м-н Прибрежный (правый По итогам ежедневног берег); Остров (створ ул. мониторинга ледовой Некрасова) , обстановки на реке Кувшиновского моста: Вопогда спасателями МКУ кЦГЗ г Воп огдых составпена карта возможных опасностей Промоины в районе на реке Вопогда и соборной горки (правый границах города [берег); Октябрьского моста, устья р. Золотуха Чл Истори Яр ты Рный # ХУДОжест ЧИЫ ПРЕДУПРЕЖДАЕМ! 'Ссиск Вькод на лед опасен строго запрещен! Промоины в Нарушение карается айоне впадения штрафом! ручья в Кремлевском сквере Промоины в районе Флапмана, устья р. Шограш Диначо Речной Бскзал Промоины в районе Баранково  Гаыао Победы ЛЛанкна чаккул Пракатова Сегернэ) Цакса  Горт"" Рлтин 8 каяуЛ уп Пута т 3"
1378,КУПАНИЕ ЗАПРЕЩЕНО,КУПАНИЕ ЗАПРЕЩЕНО
1379,р. ВОБЛЯ,р. ВОБЛЯ
1380,ЛЕДОВАЯ ПЕРЕПРАВА,ЛЕДОВАЯ ПЕРЕРАВА
1381,БАБЕНКИ,БАБЕНКИ
1382,р.ТЕША,[рТЕША
1383,р.ИЯ,р.ИЯ
1384,р. УБЕЙ,р УБЕЙ
1385,ПРОХОД ЗАПРЕЩЕН,ПРОКОД ЗАПРЕШЕН
1386,р.МЕДВЕДИЦА,МЕДВЕДИЦА
1387,р. ИРА riv. IRA,ИРА {1: [4
1388,DUST,.('@
1389,р.. УЛЛА,р. УЛЛА
1390,13 микрорайон,13 никаарайон
1391,р. ВИЖАЙ,р ВИЖАЙ
1392,40,40
1393,р. Торопа,рТоропа
1394,ВОСКРЕСЕНКА УПОРОВКА,В 0 СКР ЕС ЕНКА У П 0 ₽ 0 В КА
1395,р. ТРУБЕЖ,р. ТРУБЕЖ
1396,РАССКАЗЫ ГЛИНЯНЫХ ТАБЛИЧЕК Мифы народов Двуречья,"рой пыросам нил Л{т€ ралула БолъиМсэвво Улат; ч₽м инем-иаатные {ги&цы газшм1 паъх шр,-пт бсаи _юа,а +росч РАССКАЗЫ ГЛИНЯНЫХ паи Елернть  юси при}учаты ч"" ТАБЛИЧЕК пп нсслг ~етоп€ ',эсож8ст7аажи Мифы народой Двуречъя 1и 1 #цФа л ~а ,туяа 'люди,а ( пгнна, #р0, колрыт л ~тъа  сл.т7 опупрчалялксъ пэ 71 Дрсанис чло, сосершалч ' слрсли-цс! топаяи . тчцлр ош1 1 ""постшижи 7 + ,н пдаж-и,ц ясцлм 4 2орл ~а млла #к; ГеБ; ~ом яс?,п ,&яи любаз?ал€ а цс 1 Объяетенч ио "" '1т1 ирп_олса;:ъ 93а7 пчитцил 1 ложччянсъ ЦВЕЛЫ иаяншя 1  Ждлт эжцнтыщЧе 1 25цчам 0киба чэлнс пистынц Чп 0 оро 1 чози; лоспрчнч чаюн: мцфры "" еристп нъигшла страчные сказлкъ Н скачка + собмлцл провсходят ""рёсе1: "" х55а; ири еяшол сосидарсшае ,4 ) 2а< чисс ; аорсс €трана, Ророо Рекч: Дреншг ложоваюл учёнъаж )обрапъся ос сказамч ^ Сокш  корисб исп--чи сшрам #равчх дгила; Алоро соар; ссфан Оргаксспш: ""асл )и; ааше Тунеаь 950 04 05.2016 абшршнп ру Мскиссто, ~шфоа идшд Фслле та 'бова м палевтачот посанииы , тирртт +чошя иагщами мида-1а тш н,, погла& ла#!   сынстта"" полм_ ~щач₽д₽ш; 'б0т ш:ш ₽ ис-шпнив по'риши Мифм длъти талъ ""Чх  Оч, 'ттъ льяма Ести Ашемг Ягчид"
1397,ДЕШОВКИ,ДЕШОВКИ
1398,река ЯГОМА river YAGOMA,река ЯГОМА г'ег ?АСОМА
1399,Древнее Двуречье,"Древнее Двуречье маядр Дшнн Кэтгппгямыя НЕпига ##рат 4Г{Г Нпал ШЕГе Тарсал Енле  Пиъыы-н:чь АЛЖНЕПНЫ  ПЛИЕНЧТа ныЛ] шмжгин Пандаллаппал-ан Ёлначн) ""пии,лягч н= ЧЕАа'нг"
1400,ХЕРСОН,ХЕ ₽ С 0 # Пинш
1401,КРАСНЫЙ СЛОН,КРАСНЫЙ Слон
1402,Kompan kierros Lahnaniemen seurojentalo,кег 0$ Ца)>:>@щ@ '@г-)епа^о Кошрап
1403,КИРОВ,[@В
1404,POZOR,РО7О? )ЁТ]!
1405,ЦЕЛЬ ИССЛЕДОВАНИЯ:,Проблемный вапрас; Чта Иштслггнсга кожст падсдать Пгъа ОстёП? Беект исследования: Гека астер ЦЕЛЬ ИССЛЕЛОНАНИЯ нзучнтъ Исарнк Понепаниу навваннл рекн дать гндралагнческую характернстнку пакататн аначгниг #илин мастнога населення; нвучнть проблечы загуланення рекн Гоцоцъ Рославлл путен Ипаполншання ыпытап сшледь 'Ебп4! реке Остер пп-ПНТЕВаТЪ пепамное нтнашание надбеням
1406,АДРЕСНЫЕ ТАБЛИЧКИ RU,ТАБЛИЧКИ @& АшрЕСНЫВ
1407,КОБЯКИ,КОБЯКИ
1408,улица ГЛАВНАЯ 140,Ул И Ц А ГЛАВНАЯ 140
1409,Я Твоё, 8
1410,OVE,[УЕ
1411,hot,4НЧднд1ы 4о.
1412,ЛЮБЛЮ ТЕБЯ ДО ЛУНЫ И ОБРАТНО,ЙБ/Ю ТЕВя' ХУНЫ 9Б₽!70
1413,Костик 16 июля 2018 в 10.30 вес 3750 гр. рост 53 см,Жоск 16иля 2018 0 10.30 бсс 3750 %. рос 53 сл
1414,Ваш текст,В}Ш #%С[
1415,Настюше 1 годик,# Ё 'Насиюше 1 :дик 8
1416,ЛЮБЛЮ ТЕБЯ,Жю5ЛЮ 155:
1417,bye-bye Ivanova!,64€-64' [~бса]
1418,Ваша надпись,"""шша #афсь"
1419,18 мне уже!,18 мне уже !
1420,Папины принцессы!,[ш] Члвг Шщ
1421,ШАРЫЗЧ ВОЗДУШНЫЕ ШАРЫ В ВОЛГОГРАДЕ,ПАРЫЗЧ шыш в ВоЛгоГРАдв
1422,"ЛЮБИМАЯ, СПАСИБО ЗА НАШЕГО СЫНА!",#ЮЕНЧАЯ; СПАЧНЕО ПЕП Сишиис
1423,Настёне 16,{олс1ёе 16 @НАКИМА ~г(]е _ @НАКЫ
1424,Единственной Мамочке на свете!,~&фн~п но #веннов '@-@е '~~ел !
1425,НАЛИВАЙ А ТО УЙДУ!,"ШШШЧ По _ *#ШЕЩ ШШИВАЙ А70 Иат & УЙДУ! {Ли ЖЕЛАЮ [РРУ УСКШ6 ""#ИРРУ 'В Ф^/ ДЁД ""ф4  ЖЕЛАЮ ЛОФи"
1426,С днём рождения,Я%ё фозфения
1427,здесь может быть ваша надпись ,[ЗДЕСЬ можвгъыпэ ВАА НАДпись
1428,НЕ  ЖДИ Чуда ЧУДИ сам!,ШтуЁ= ЖДМ ЧУДИ | (ым
1429,Люблю тебя как до ЛУНЫ и обратно,ть; как Д6 ЛУНЫ Обратн Лоолю
1430,С Днём Свадьбы,
1431,Багульник,болыж
1432,Я ЗДЕСЬ из-за ТОРТА,ЗАЕСЬ ТОРТА
1433,"Бэллочка, С днем Рождения!","Сдкеж Ръдсния! ""эчж,"
1434,с днем рождения,Анем ЮЖ4СНЯ
1435,I love you to the moon and back,"]Ф ком Ш} (~[ы '{,; ФФ"
1436,"Лерочка, Happy Birthday!",Перочка #е-рч 8ё#4Яа;'
